"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00134101","2004-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","460.4","0","0.0",",0","11",",0","8",",0","0",",0","0","2,0","1",",0","0",",0","13",",0","0",",0","2",",0","0",",0","","","20041125",",,0","20041130","+,2,0","20041129",",,0","","","20041119",",,0","20041107","+,,0","-7.2",",0,25,","0","2,,0,30,+","38",",,0,29,","20.6",",,0,19,","21.1",",0,07,+","","","556.6","0","334.4",",0","","","","","80.5",",,,0","38",",,,0","7.19",",0","11.88",",,,0","2.49",",,,0","",""
"USC00134101","2004-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","460.4","0","0.0","1,0","5",",0","3",",0","0",",0","0","2,0","0",",0","1",",0","26",",0","6","1,0","0","1,0","0","1,0","","","20041224",",,0","20041227","+,2,0","20041226",",,0","","","20041206",",,0","20041230",",1,0","-21.7",",0,24,","0","2,T,0,27,+","8",",,0,26,","14.5",",,0,06,","16.7","1,0,30,","","","1131.4","0","574.8","1,0","","","","","30.8",",,,0","8",",,,0","-0.80","1,0","4.58","1,,,0","-6.17",",,,0","",""
"USC00134101","2005-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","3,0","7",",0","5",",0","0",",0","23",",0","2",",0","3","3,0","27","3,0","18",",0","0",",0","0",",0","","","20050114",",3,0","20050106",",,0","20050106","+,,0","","","20050112",",,0","20050125",",,0","-20.0","3,0,14,","203",",,0,06,","102",",,0,06,+","22.4",",,0,12,","9.4",",0,25,","","","1774.1","0","642.7",",0","","","","","56.9",",,,0","217",",,,0","-4.84","3,0","-1.49",",,,0","-8.19","3,,,0","",""
"USC00134101","2005-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","2,0","7",",0","5",",0","0",",0","2",",0","1","1,0","0","2,0","21","2,0","2","2,0","0","2,0","0","2,0","","","20050210",",2,0","20050210","+,,0","20050209",",1,0","","","20050213",",,0","20050204",",2,0","-13.3","2,0,10,","51",",,0,10,+","51","1,,0,09,","11.7",",,0,13,","14.4","2,0,04,","","","2221.7","0","447.6","2,0","","","","","39.7",",,,0","51","1,,,0","1.12","2,0","5.61","2,,,0","-3.37","2,,,0","",""
"USC00134101","2005-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","8",",0","1",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","6",",0","0",",0","","","20050315",",,0","20050319","+,,0","20050310",",,0","","","20050325",",,0","20050329",",,0","-10.6",",0,15,","0",",T,0,19,+","51",",,0,10,","16.0",",,0,25,","24.4",",0,29,","","","2647.9","0","426.2",",0","","","","","26.2",",,,0","51",",,,0","4.59",",0","10.85",",,,0","-1.67",",,,0","",""
"USC00134101","2005-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","21.1","0","21.1",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","0",",0","","","20050430",",,0","20050430","+,,0","20050430","+,,0","","","20050412",",,0","20050404",",,0","-1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","35.8",",,0,12,","28.3",",0,04,","163.4",",,,0","2800.6","0","152.7",",0","","","","","75.3",",,,0","0",",,,0","13.95",",0","20.74",",,,0","7.15",",,,0","4361",",,,0"
"USC00134101","2005-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","39.7","0","18.6",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","0",",0","","","20050503",",,0","20050531","+,,0","20050531","+,,0","","","20050511",",,0","20050519",",,0","-4.4",",0,03,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,11,","29.4",",0,19,","153.8","2,,,0","2905.9","0","105.3",",0","","","","","41.2",",,,0","0",",,,0","15.54",",0","22.76",",,,0","8.31",",,,0","4410",",,,0"
"USC00134101","2005-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","218.0","0","178.3",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","20050617",",,0","20050630","+,,0","20050630","+,,0","","","20050604",",,0","20050627","+,,0","11.1",",0,17,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,04,","35.6",",0,27,+","226.4",",,,0","2905.9","0","0.0",",0","","","","","73.6",",,,0","0",",,,0","24.28",",0","31.00",",,,0","17.55",",,,0","3017",",,,0"
"USC00134101","2005-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","425.0","0","207.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","20050702",",,0","20050731","+,,0","20050731","+,,0","","","20050704",",,0","20050724",",,0","11.1",",0,02,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,04,","38.3",",0,24,","225.8",",,,0","0.0","0","0.0",",0","","","","","55.5",",,,0","0",",,,0","25.01",",0","31.90",",,,0","18.12",",,,0","2669",",,,0"
"USC00134101","2005-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","581.4","0","156.4","1,0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","11","1,0","","","20050824","+,,0","20050831","+,,0","20050831","+,,0","","","20050811",",,0","20050809",",1,0","11.7",",0,24,+","0",",,0,31,+","0",",,0,31,+","16.8",",,0,11,","36.7","1,0,09,","215.9","1,,,0","0.0","0","0.0","1,0","","","","","54.3",",,,0","0",",,,0","23.61","1,0","30.50","1,,,0","16.72",",,,0","2258",",,,0"
"USC00134101","2005-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","693.3","0","111.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","","","20050929",",,0","20050930","+,,0","20050930","+,,0","","","20050904",",,0","20050921","+,,0","1.7",",0,29,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,04,","33.3",",0,21,+","145.4","1,,,0","17.7","0","17.7",",0","","","","","46.4",",,,0","0",",,,0","21.47",",0","29.15",",,,0","13.80",",,,0","2232",",,,0"
"USC00134101","2005-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","721.9","0","28.6","3,0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0","3,0","12","3,0","1","3,0","","","20051028",",,0","20051031","+,,0","20051031","+,,0","","","20051006",",,0","20051004",",3,0","-3.3",",0,28,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,06,","32.2","3,0,04,","90.1","1,,,0","189.7","0","172.0","3,0","","","","","20.0",",,,0","0",",,,0","13.30","3,0","20.15","3,,,0","6.44",",,,0","2964",",,,0"
"USC00134101","2005-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","721.9","0","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","14",",0","3",",0","2",",0","0",",0","","","20051117",",,0","20051130","+,,0","20051130","+,,0","","","20051128",",,0","20051102",",,0","-12.2",",0,17,","0",",T,0,30,+","0",",T,0,30,+","19.6",",,0,28,","23.9",",0,02,","","","555.3","0","365.6",",0","","","","","67.8",",,,0","0",",T,,0","6.15",",0","12.34",",,,0","-0.05",",,,0","",""
"USC00134101","2005-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","721.9","0","0.0",",0","11",",0","4",",0","0",",0","24",",0","5",",0","6",",0","27",",0","16",",0","0",",0","0",",0","","","20051207",",,0","20051208",",,0","20051203",",,0","","","20051214",",,0","20051223","+,,0","-26.1",",0,07,","279",",,0,08,","127",",,0,03,","8.6",",,0,14,","5.6",",0,23,+","","","1307.1","0","751.8",",0","","","","","25.3",",,,0","440",",,,0","-5.92",",0","-1.76",",,,0","-10.08",",,,0","",""
"USC00134101","2006-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","4",",0","1",",0","0",",0","24",",0","2",",0","0",",0","0",",0","","","20060111","+,,0","20060121","+,,0","20060120",",,0","","","20060129",",,0","20060127",",,0","-10.6",",0,11,+","51",",,0,21,+","38",",,0,20,","21.1",",,0,29,","13.9",",0,27,","","","1811.0","0","503.9",",0","","","","","44.3",",,,0","38",",,,0","2.08",",0","6.68",",,,0","-2.53",",,,0","",""
"USC00134101","2006-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","5",",0","1",",0","2",",0","28",",0","5",",0","0",",0","0",",0","","","20060218",",,0","20060220","+,,0","20060216",",,0","","","20060216",",,0","20060214",",,0","-21.7",",0,18,","25",",,0,20,+","25",",,0,16,","11.9",",,0,16,","17.8",",0,14,","","","2362.9","0","551.9",",0","","","","","15.6",",,,0","25",",,,0","-1.38",",0","5.08",",,,0","-7.83",",,,0","",""
"USC00134101","2006-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","1,0","11",",0","8",",0","1",",0","2",",0","1","1,0","0",",0","16",",0","0","1,0","1","1,0","0","1,0","","","20060304",",,0","20060321",",,0","20060305",",1,0","","","20060313",",,0","20060311",",1,0","-7.8",",0,04,","51",",,0,21,","38","1,,0,05,","25.7",",,0,13,","22.8","1,0,11,","","","2775.3","0","412.4","1,0","","","","","86.9",",,,0","38","1,,,0","4.61","1,0","9.89","1,,,0","-0.68",",,,0","",""
"USC00134101","2006-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","4.7","0","4.7",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","19",",0","0",",0","","","20060409","+,,0","20060430","+,,0","20060430","+,,0","","","20060406",",,0","20060414","+,,0","-2.2",",0,09,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,06,","30.6",",0,14,+","158.5","4,,,0","2915.6","0","140.3",",0","","","","","83.0",",,,0","0",",,,0","13.81",",0","21.53",",,,0","6.09",",,,0","4698",",,,0"
"USC00134101","2006-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","61.6","0","56.9","1,0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","22","1,0","5","1,0","","","20060506",",,0","20060531","+,,0","20060531","+,,0","","","20060509",",,0","20060530",",1,0","-0.6",",0,06,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,09,","35.6","1,0,30,","178.4","2,,,0","2995.9","0","80.3","1,0","","","","","33.6",",,,0","0",",,,0","17.65","1,0","24.07","1,,,0","11.22",",,,0","2936",",,,0"
"USC00134101","2006-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","162.0","0","100.4","2,0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","27","2,0","3","2,0","","","20060612",",,0","20060630","+,,0","20060630","+,,0","","","20060606",",,0","20060616","+,2,0","7.8",",0,12,","0",",,0,30,+","0",",,0,30,+","48.3",",,0,06,","32.8","2,0,16,+","216.0","4,,,0","3003.9","0","8.0","2,0","","","","","133.6",",,,0","0",",,,0","21.71","2,0","28.19","2,,,0","15.23",",,,0","1917",",,,0"
"USC00134101","2006-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","370.2","0","208.2","1,0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","10","1,0","","","20060707","+,,0","20060731","+,,0","20060731","+,,0","","","20060726",",,0","20060731",",1,0","11.7",",0,07,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,26,","38.3","1,0,31,","237.0","1,,,0","0.0","0","0.0","1,0","","","","","86.2",",,,0","0",",,,0","25.31","1,0","31.50","1,,,0","19.13",",,,0","2184",",,,0"
"USC00134101","2006-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","533.6","0","163.4",",0","13",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","20060821",",,0","20060831","+,,0","20060831","+,,0","","","20060826",",,0","20060801",",,0","13.3",",0,21,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,26,","39.4",",0,01,","168.7",",,,0","0.0","0","0.0",",0","","","","","166.0",",,,0","0",",,,0","23.60",",0","29.04",",,,0","18.17",",,,0","2364",",,,0"
"USC00134101","2006-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","564.5","0","30.9","1,0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","0","1,0","","","20060920",",,0","20060930","+,,0","20060930","+,,0","","","20060905",",,0","20060917","+,1,0","2.2",",0,20,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,05,","30.0","1,0,17,+","161.0","2,,,0","54.5","0","54.5","1,0","","","","","54.4",",,,0","0",",,,0","17.47","1,0","24.00","1,,,0","10.94",",,,0","2962",",,,0"
"USC00134101","2006-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","585.6","0","21.1","2,0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0","2,0","8","2,0","2","2,0","","","20061024",",,0","20061031","+,,0","20061031","+,,0","","","20061026",",,0","20061003",",2,0","-5.6",",0,24,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,26,","34.4","2,0,03,","","","291.2","0","236.7","2,0","","","","","51.8",",,,0","0",",,,0","10.85","2,0","17.53","2,,,0","4.17",",,,0","4154",",,,0"
"USC00134101","2006-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","585.6","0","0.0","1,0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","18",",0","0","1,0","2","1,0","0","1,0","","","20061103",",,0","20061130","+,,0","20061130","+,,0","","","20061129","+,,0","20061109","+,1,0","-10.0",",0,03,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,29,+","23.9","1,0,09,+","","","624.4","0","333.2","1,0","","","","","75.2",",,,0","0",",,,0","6.70","1,0","13.47","1,,,0","-0.07",",,,0","",""
"USC00134101","2006-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","585.6","0","0.0","1,0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","23",",0","2","1,0","0","1,0","0","1,0","","","20061208",",,0","20061207",",,0","20061207",",,0","","","20061221",",,0","20061216",",1,0","-16.1",",0,08,","0",",T,0,07,","0",",T,0,07,","33.3",",,0,21,","15.6","1,0,16,","","","1124.5","0","500.1","1,0","","","","","66.0",",,,0","0",",T,,0","1.54","1,0","7.65","1,,,0","-4.56",",,,0","",""
"USC00134101","2007-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","","","7",",0","2",",0","0",",0","17",",0","2","1,0","5","2,0","28","2,0","13","5,0","0","5,0","0","5,0","","","20070117",",2,0","20070121",",,0","20070121",",1,0","","","20070115",",,0","20070104",",5,0","-22.2","2,0,17,","178",",,0,21,","102","1,,0,21,","8.9",",,0,15,","12.8","5,0,04,","","","","","","","","","","","20.4",",,,0","178","1,,,0","-3.00","7,0","2.95","5,,,0","-8.94","2,,,0","",""
"USC00134101","2007-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","0.0","1,0","5",",0","3",",0","0",",0","23",",0","3","1,0","10",",0","27",",0","16","1,0","0","1,0","0","1,0","","","20070216",",,0","20070218","+,,0","20070206",",1,0","","","20070224",",,0","20070222","+,1,0","-25.6",",0,16,","152",",,0,18,+","76","1,,0,06,","19.1",",,0,24,","13.3","1,0,22,+","","","","","695.0","1,0","","","","","35.8",",,,0","178","1,,,0","-7.27","1,0","-3.00","1,,,0","-11.53",",,,0","",""
"USC00134101","2007-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","3.9","1,0","10",",0","7",",0","0",",0","3",",0","1",",0","0",",0","15",",0","1","1,0","7","1,0","0","1,0","","","20070304",",,0","20070303","+,,0","20070301",",,0","","","20070323",",,0","20070325",",1,0","-12.8",",0,04,","25",",,0,03,+","25",",,0,01,","23.9",",,0,23,","27.2","1,0,25,","","","","","323.0","1,0","","","","","98.8",",,,0","25",",,,0","7.88","1,0","13.51","1,,,0","2.25",",,,0","",""
"USC00134101","2007-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","5.4","4,0","9",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","11","1,0","0","3,0","9","3,0","0","3,0","","","20070407",",1,0","20070411",",,0","20070411",",,0","","","20070425",",,0","20070430",",3,0","-7.8","1,0,07,","0",",T,0,11,","0",",T,0,11,","48.5",",,0,25,","31.7","3,0,30,","","","","","241.9","3,0","","","","","127.1",",,,0","0",",T,,0","9.61","4,0","16.16","3,,,0","3.07","1,,,0","6328",",,,0"
"USC00134101","2007-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","66.4","4,0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","26","4,0","0","4,0","","","20070518",",,0","20070531","+,,0","20070531","+,,0","","","20070506",",,0","20070523","+,4,0","2.8",",0,18,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,06,","31.7","4,0,23,+","200.8","3,,,0","","","14.4","4,0","","","","","59.5",",,,0","0",",,,0","20.24","4,0","27.33","4,,,0","13.15",",,,0","4517",",,,0"
"USC00134101","2007-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","121.8","3,0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","27","3,0","6","3,0","","","20070609",",,0","20070630","+,,0","20070630","+,,0","","","20070622",",,0","20070616","+,3,0","7.8",",0,09,","0",",,0,30,+","0",",,0,30,+","152.9",",,0,22,","33.9","3,0,16,+","195.4","1,,,0","","","1.4","3,0","","","","","222.0",",,,0","0",",,,0","22.86","3,0","29.17","3,,,0","16.54",",,,0","3024","1,,,0"
"USC00134101","2007-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","155.5","2,0","6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","5","2,0","","","20070712",",,0","20070731","+,,0","20070731","+,,0","","","20070717",",,0","20070708","+,2,0","12.2",",0,12,","0",",,0,31,+","0",",,0,31,+","70.4",",,0,17,","33.9","2,0,08,+","203.7","3,,,0","0.0","0","0.0","2,0","","","","","148.8",",,,0","0",",,,0","23.68","2,0","30.08","2,,,0","17.28",",,,0","2531",",,,0"
"USC00134101","2007-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","207.9","1,0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","13","1,0","","","20070831",",,0","20070831","+,,0","20070831","+,,0","","","20070823",",,0","20070810",",1,0","11.7",",0,31,","0",",,0,31,+","0",",,0,31,+","62.7",",,0,23,","36.1","1,0,10,","207.8","3,,,0","0.0","0","0.0","1,0","","","","","179.3",",,,0","0",",,,0","25.24","1,0","30.85","1,,,0","19.63",",,,0","2211",",,,0"
"USC00134101","2007-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","83.8","1,0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","4","1,0","","","20070915",",,0","20070930","+,,0","20070930","+,,0","","","20070925",",,0","20070905","+,1,0","0.6",",0,15,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,25,","32.8","1,0,05,+","180.8","2,,,0","25.3","0","25.3","1,0","","","","","51.2",",,,0","0",",,,0","20.39","1,0","28.51","1,,,0","12.26",",,,0","2051","1,,,0"
"USC00134101","2007-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","33.9","2,0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","2,0","15","2,0","1","2,0","","","20071028",",,0","20071031","+,,0","20071031","+,,0","","","20071018",",,0","20071007",",2,0","-2.8",",0,28,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,18,","32.2","2,0,07,","125.1","3,,,0","139.3","0","114.0","2,0","","","","","103.4",",,,0","0",",,,0","15.61","2,0","21.91","2,,,0","9.32",",,,0","3241",",,,0"
"USC00134101","2007-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","0.0","3,0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0","3,0","0","3,0","0","3,0","","","20071129",",,0","20071122","+,,0","20071122","+,,0","","","20071122","+,,0","20071119",",3,0","-8.9",",0,29,","0",",T,0,22,+","0",",T,0,22,+","1.0",",,0,22,+","20.0","3,0,19,","","","489.1","0","349.8","3,0","","","","","2.5",",,,0","0",",T,,0","5.36","3,0","12.08","3,,,0","-1.36",",,,0","",""
"USC00134101","2007-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","0.0","3,0","12",",0","7",",0","2",",0","30",",0","5",",0","0",",0","30",",0","15","3,0","0","3,0","0","3,0","","","20071230",",,0","20071231",",,0","20071223",",,0","","","20071223",",,0","20071222",",3,0","-16.7",",0,30,","305",",,0,31,","203",",,0,23,","30.5",",,0,23,","5.0","3,0,22,","","","1106.2","0","617.1","3,0","","","","","104.5",",,,0","515",",,,0","-3.70","3,0","0.03","3,,,0","-7.44",",,,0","",""
"USC00134101","2008-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","9",",0","3",",0","0",",0","24",",0","4",",0","7",",0","30",",0","16",",0","0",",0","0",",0","","","20080125","+,,0","20080103","+,,0","20080122",",,0","","","20080108",",,0","20080107",",,0","-25.0",",0,25,+","305",",,0,03,+","76",",,0,22,","5.1",",,0,08,","15.0",",0,07,","","","1849.5","0","743.3",",0","","","","","20.4",",,,0","211",",,,0","-5.64",",0","-0.23",",,,0","-11.06",",,,0","",""
"USC00134101","2008-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","1,0","13",",0","7",",0","1",",0","29",",0","10",",0","8",",0","28",",0","13","1,0","0","1,0","0","1,0","","","20080213",",,0","20080206",",,0","20080206",",,0","","","20080217",",,0","20080224",",1,0","-22.8",",0,13,","457",",,0,06,","254",",,0,06,","45.7",",,0,17,","4.4","1,0,24,","","","2534.7","0","685.2","1,0","","","","","101.6",",,,0","754",",,,0","-6.24","1,0","-1.24","1,,,0","-11.23",",,,0","",""
"USC00134101","2008-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","2,0","8",",0","5",",0","1",",0","11",",0","1",",0","0",",0","20",",0","3","2,0","1","2,0","0","2,0","","","20080308",",,0","20080301",",,0","20080303",",,0","","","20080303",",,0","20080331",",2,0","-16.1",",0,08,","203",",,0,01,","38",",,0,03,","25.9",",,0,03,","21.1","2,0,31,","","","3003.6","0","468.9","2,0","","","","","53.8",",,,0","38",",,,0","2.30","2,0","7.60","2,,,0","-3.00",",,,0","",""
"USC00134101","2008-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","3.1","0","3.1","2,0","14",",0","9",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0","2,0","8","2,0","0","2,0","","","20080402",",,0","20080430","+,,0","20080401",",,0","","","20080418",",,0","20080421",",2,0","-4.4",",0,02,","0",",,0,30,+","0",",T,0,01,","50.0",",,0,18,","26.1","2,0,21,","136.0","2,,,0","3217.8","0","214.2","2,0","","","","","174.5",",,,0","0",",T,,0","10.85","2,0","16.97","2,,,0","4.74",",,,0","5444",",,,0"
"USC00134101","2008-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","16.2","0","13.1",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","20080504",",,0","20080531","+,,0","20080531","+,,0","","","20080511",",,0","20080531",",,0","1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","51.3",",,0,11,","27.8",",0,31,","189.9",",,,0","3319.2","0","101.4",",0","","","","","127.4",",,,0","0",",,,0","15.48",",0","22.67",",,,0","8.30",",,,0","4667","1,,,0"
"USC00134101","2008-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","128.8","0","112.6","1,0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","1","1,0","","","20080617",",,0","20080630","+,,0","20080630","+,,0","","","20080603",",,0","20080607",",1,0","10.6",",0,17,","0",",,0,30,+","0",",,0,30,+","50.8",",,0,03,","32.2","1,0,07,","226.8","1,,,0","3319.7","0","0.5","1,0","","","","","171.0",",,,0","0",",,,0","22.27","1,0","28.47","1,,,0","16.06",",,,0","3211",",,,0"
"USC00134101","2008-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","300.5","0","171.7",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","20080705",",,0","20080731","+,,0","20080731","+,,0","","","20080708",",,0","20080708",",,0","12.2",",0,05,","0",",,0,31,+","0",",,0,31,+","65.5",",,0,08,","33.9",",0,08,","209.4",",,,0","0.0","0","0.0",",0","","","","","186.1",",,,0","0",",,,0","23.87",",0","29.72",",,,0","18.03",",,,0","2000",",,,0"
"USC00134101","2008-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","431.9","0","131.4",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","20080811",",,0","20080831","+,,0","20080831","+,,0","","","20080828",",,0","20080805","+,,0","11.1",",0,11,","0",",,0,31,+","0",",,0,31,+","48.3",",,0,28,","34.4",",0,05,+","224.9",",,,0","0.3","0","0.3",",0","","","","","105.9",",,,0","0",",,,0","22.56",",0","28.81",",,,0","16.31",",,,0","1971",",,,0"
"USC00134101","2008-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","491.9","0","60.0",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","20080909",",,0","20080930","+,,0","20080930","+,,0","","","20080913",",,0","20080903","+,,0","6.1",",0,09,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,13,","32.2",",0,03,+","134.4","5,,,0","25.6","0","25.3",",0","","","","","116.8",",,,0","0",",,,0","19.49",",0","26.11",",,,0","12.88",",,,0","2060",",,,0"
"USC00134101","2008-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","499.7","0","7.8","1,0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0","1,0","12","1,0","0","1,0","","","20081028",",,0","20081031","+,,0","20081031","+,,0","","","20081023",",,0","20081012",",1,0","-3.9",",0,28,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,23,","28.3","1,0,12,","","","218.3","0","192.7","1,0","","","","","45.9",",,,0","0",",,,0","12.21","1,0","19.18","1,,,0","5.25",",,,0","3181",",,,0"
