STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LX01,LX01_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00023065,1997-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.3,",X",0,0,0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",0,",0",26,",0",1,",0",9,",0",0,",0",3,,1,,19970314,",,0",19970301,",,0",19970304,",,0",,,19970329,"+,,0",19970320,",,0",-12.2,",0,14,",76,",,0,01,",0,",T,0,04,",0,",T,0,29,+",28.3,",0,20,",,,2966.1,0,,,380.9,",0",,,,,,,,,,,,,,,0,",T,,0",,,,,,,0,",T,,0",6.05,",0",15.5,",,,0",-3.41,",,,0",19375,",X",,,340,",X",350,",X",,,,,,,19.2,",X",23.2,",X",,
USW00023065,1997-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.1,",X",0,0,0,",0",12,",0",3,",0",0,",0",3,",0",2,",0",0,",0",17,",0",4,",0",6,",0",0,",0",13,,,,19970412,",,0",19970411,",,0",19970411,",,0",3,,19970429,",,0",19970419,",,0",-15,",0,12,",76,",,0,11,",33,",,0,11,",5.3,",,0,29,",29.4,",0,19,",,,3325.1,0,12.2,",,,0,3,2",359,",0",14.4,",,,0,3,2",-1.1,",,,0,3,2",0,",,,0,3,2",6,",,,0,3,2",,,9,",,,0,3,2",,,19.4,",,,0",,,,,,,58,",,,0",6.37,",0",14.22,",,,0",-1.49,",,,0",15992,",X",,,300,",X",300,",X",,,,,,,20.6,",X",24.1,",X",,
USW00023065,1997-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.6,",X",8.6,0,8.6,",0",11,",0",7,",0",0,",0",0,",0",0,",0",0,",0",3,",0",0,",0",17,",0",1,",0",9,,2,,19970503,",,0",19970531,"+,,0",19970526,"+,,0",5,,19970524,",,0",19970517,",,0",-2.2,",0,03,",0,",,0,31,+",0,",T,0,26,+",15.7,",,0,24,",33.9,",0,17,",237.2,",,,0",3467.4,0,16.7,",,,0,3,2",142.3,",0",22.2,",,,0,3,2",6.7,",,,0,3,2",10.6,",,,0,3,2",12.3,",,,0,3,2",7.07,",,,0",16.1,",,,0,3,2",21.46,",,,0",49.2,",,,0",,,,,,,0,",T,,0",14.02,",0",22.51,",,,0",5.53,",,,0",17600,",X",,,330,",X",330,",X",,,6585,"1,,,0",,,23.7,",X",27.7,",X",,
USW00023065,1997-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.3,",X",94.7,0,86.1,",0",11,",0",7,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",8,",0",11,,1,,19970610,",,0",19970630,"+,,0",19970629,"+,,0",10,,19970629,",,0",19970620,",,0",5,",0,10,",0,",,0,30,+",0,",T,0,29,+",17.3,",,0,29,",36.7,",0,20,",274.6,",,,0",3481.9,0,22.8,",,,0,3,2",14.5,",0",30,",,,0,3,2",13.9,",,,0,3,2",18.3,",,,0,3,2",18.1,",,,0,3,2",13.67,",,,0",22.7,",,,0,3,2",27.37,",,,0",55.5,",,,0",,,,,,,0,",T,,0",20.72,",0",28.48,",,,0",12.97,",,,0",18111,",X",,,310,",X",320,",X",,,5692,"1,,,0",,,22.8,",X",25.9,",X",,
USW00023065,1997-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.3,",X",264.6,0,169.9,",0",9,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",17,",0",9,,,,19970704,",,0",19970731,"+,,0",19970708,",,0",10,,19970708,",,0",19970725,",,0",7.2,",0,04,",0,",,0,31,+",0,",T,0,08,",24.4,",,0,08,",37.8,",0,25,",345.7,",,,0",3.1,0,25.6,",,,0,3,2",3.1,",0",30,",,,0,3,2",18.9,",,,0,3,2",23.3,",,,0,3,2",22.1,",,,0,3,2",15.83,"1,,,0",26.4,",,,0,3,2",30.75,",,,0",75.2,",,,0",,,,,,,0,",T,,0",23.71,",0",32.04,",,,0",15.39,",,,0",21485,",X",,,150,",X",150,",X",,,6750,",,,0",,,15.2,",X",19.7,",X",,
USW00023065,1997-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,4.1,",X",380.7,0,116.1,",0",10,",0",6,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",10,",0",15,,4,,19970811,",,0",19970831,"+,,0",19970831,"+,,0",6,,19970806,",,0",19970828,"+,,0",11.1,",0,11,",0,",,0,31,+",0,",,0,31,+",43.4,",,0,06,",33.9,",0,28,+",212.7,"1,,,0",11.2,0,24.4,",,,0,3,2",8.1,",0",29.4,",,,0,3,2",17.2,",,,0,3,2",19.4,",,,0,3,2",20.8,",,,0,3,2",16.17,",,,0",25.2,",,,0,3,2",29.39,",,,0",134.5,",,,0",,,,,,,0,",,,0",21.81,",0",28.58,",,,0",15.05,",,,0",18214,",X",,,140,",X",140,",X",,,4860,",,,0",,,15.2,",X",19.7,",X",,
USW00023065,1997-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,4.8,",X",445.2,0,64.5,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",3,",0",9,,,,19970928,",,0",19970930,"+,,0",19970930,"+,,0",3,,19970906,",,0",19970918,",,0",5,",0,28,",0,",,0,30,+",0,",,0,30,+",10.2,",,0,06,",35,",0,18,",216.5,"1,,,0",56.2,0,23.3,",,,0,3,2",45,",0",26.7,",,,0,3,2",13.3,",,,0,3,2",14.4,",,,0,3,2",18.7,",,,0,3,2",12.54,",,,0",22.8,",,,0,3,2",25,",,,0",19.2,",,,0",,,,,,,0,",,,0",18.98,",0",26.41,",,,0",11.55,",,,0",16121,",X",,,320,",X",320,",X",,,5647,",,,0",,,16.5,",X",22.8,",X",,
USW00023065,1997-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.5,",X",461,0,15.8,",0",6,",0",4,",0",2,",0",7,",0",1,",0",0,",0",10,",0",2,",0",11,",0",1,",0",9,,,,19971026,",,0",19971027,"+,,0",19971025,",,0",3,,19971012,",,0",19971002,",,0",-12.2,",0,26,",406,",,0,27,+",490,",,0,25,",27.7,",,0,12,",33.3,",0,02,",,,315.5,0,20,",,,0,3,2",259.3,",0",23.3,",,,0,3,2",3.3,",,,0,3,2",3.3,",,,0,3,2",11.8,",,,0,3,2",,,14.7,",,,0,3,2",,,65,",,,0",,,,,,,500,",,,0",10.48,",0",17.94,",,,0",3.03,",,,0",15954,",X",,,270,",X",290,",X",,,,,,,27.3,",X",32.2,",X",,
USW00023065,1997-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.6,",X",461,0,0,",0",4,",0",1,",0",0,",0",5,",0",1,",0",0,",0",26,",0",5,",0",0,",0",0,",0",9,,1,,19971115,",,0",19971129,",,0",19971128,",,0",,,19971128,",,0",19971125,",,0",-13.3,",0,15,",127,",,0,29,",122,",,0,28,",11.9,",,0,28,",19.4,",0,25,",,,800.3,0,5.6,",,,0,3,2",484.8,",0",7.8,",,,0,3,2",-1.1,",,,0,3,2",-0.6,",,,0,3,2",3,",,,0,3,2",,,4.1,",,,0,3,2",,,16.3,",,,0",,,,,,,155,",,,0",2.17,",0",8.68,",,,0",-4.34,",,,0",10849,"1,X",,,330,",X",320,",X",,,,,,,21.5,",X",25,",X",,
USW00023065,1997-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.4,",X",461,0,0,",0",8,",0",1,",0",0,",0",12,",0",1,",0",0,",0",30,",0",13,",0",0,",0",0,",0",15,,2,,19971205,",,0",19971225,",,0",19971224,",,0",,,19971224,",,0",19971218,",,0",-14.4,",0,05,",127,",,0,25,",107,",,0,24,",5.8,",,0,24,",12.2,",0,18,",,,1421.8,0,2.2,",,,0,3,2",621.5,",0",2.2,",,,0,3,2",-1.7,",,,0,3,2",-1.1,",,,0,3,2",-0.1,",,,0,3,2",,,0.2,",,,0,3,2",,,13.8,",,,0",,,,,,,184,",,,0",-1.72,",0",2.46,",,,0",-5.9,",,,0",9895,",X",,,310,",X",310,",X",,,,,,,18.3,",X",21.5,",X",,
USW00023065,1998-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,4.8,",X",0,0,0,",0",2,",0",0,",0",0,",0",1,",0",1,",0",0,",0",29,",0",7,",0",0,",0",0,",0",13,,3,,19980112,",,0",19980113,",,0",19980120,",,0",,,19980120,",,0",19980127,",,0",-15,",0,12,",25,",,0,13,",36,",,0,20,",1.5,",,0,20,",16.1,",0,27,",,,1992.7,0,0.6,",,,0,3,2",570.9,",0",2.2,",,,0,3,2",-2.8,",,,0,3,2",-2.2,",,,0,3,2",-1.1,",,,0,3,2",,,-0.6,",,,0,3,2",,,1.8,",,,0",,,,,,,51,",,,0",-0.08,",0",6.34,",,,0",-6.51,",,,0",9486,",X",,,320,",X",320,",X",,,,,,,20.1,",X",23.7,",X",,
USW00023065,1998-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6,",X",0,0,0,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",24,",0",2,",0",0,",0",0,",0",16,,6,,19980207,",,0",19980218,"+,,0",19980209,",,0",,,19980209,",,0",19980224,",,0",-6.7,",0,07,",0,",T,0,18,+",10,",,0,09,",13.5,",,0,09,",17.2,",0,24,",,,2444,0,3.9,",,,0,3,2",451.3,",0",7.2,",,,0,3,2",0,",,,0,3,2",0,",,,0,3,2",1.2,",,,0,3,2",,,2.3,",,,0,3,2",,,17.4,",,,0",,,,,,,26,",,,0",2.21,",0",7.76,",,,0",-3.33,",,,0",10126,",X",,,320,",X",320,",X",,,,,,,20.6,",X",23.2,",X",,
USW00023065,1998-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.1,",X",0,0,0,",0",6,",0",0,",0",0,",0",2,",0",1,",0",1,",0",25,",0",6,",0",5,",0",0,",0",13,,,,19980311,",,0",19980309,"+,,0",19980307,",,0",1,,19980307,",,0",19980325,",,0",-18.3,",0,11,",51,",,0,09,+",43,",,0,07,",2.3,",,0,07,",28.9,",0,25,",,,2934.7,0,10.6,",,,0,3,2",490.7,",0",13.9,",,,0,3,2",-2.2,",,,0,3,2",-1.1,",,,0,3,2",1.9,",,,0,3,2",,,3.5,",,,0,3,2",,,4.3,",,,0",,,,,,,43,",,,0",2.5,",0",9.78,",,,0",-4.77,",,,0",12443,",X",,,330,",X",340,",X",,,,,,,20.1,",X",23.2,",X",,
USW00023065,1998-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.2,",X",0,0,0,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",16,",0",0,",0",6,",0",0,",0",6,,1,,19980416,"+,,0",19980430,"+,,0",19980430,"+,,0",2,,19980402,",,0",19980424,"+,,0",-5,",0,16,+",0,",,0,30,+",0,",,0,30,+",12.4,",,0,02,",29.4,",0,24,+",163.5,"3,,,0",3232.1,0,12.2,"1,,,0,3,2",297.4,",0",15,"1,,,0,3,2",3.3,"1,,,0,3,2",5.6,"1,,,0,3,2",6.8,"1,,,0,3,2",,,9.8,"1,,,0,3,2",,,23.5,",,,0",,,,,,,0,",,,0",8.42,",0",16.48,",,,0",0.36,",,,0",11210,"5,X",,,180,",X",180,",X",,,7778,"1,,,0",,,19.2,",X",23.2,",X",,
USW00023065,1998-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.4,",X",36.4,0,36.4,",0",9,",0",5,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",24,",0",6,",0",15,,3,,19980503,",,0",19980531,"+,,0",19980524,"+,,0",8,,19980524,",,0",19980528,",,0",-1.1,",0,03,",0,",,0,31,+",0,",T,0,24,+",12.7,",,0,24,",36.7,",0,28,",249.6,",,,0",3315.9,0,19.4,",,,0,3,2",83.8,",0",24.4,",,,0,3,2",7.8,",,,0,3,2",12.8,",,,0,3,2",14.2,",,,0,3,2",10.29,",,,0",18.7,",,,0,3,2",24.49,",,,0",42.9,",,,0",,,,,,,0,",T,,0",16.8,",0",25.42,",,,0",8.19,",,,0",18418,",X",,,190,",X",180,",X",,,6649,",,,0",,,17.9,",X",21.5,",X",,
USW00023065,1998-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.5,",X",119.4,0,83,",0",6,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",11,",0",8,,2,,19980606,"+,,0",19980630,"+,,0",19980603,",,0",6,,19980621,",,0",19980626,",,0",2.2,",0,06,+",0,",,0,30,+",0,",T,0,03,",27.4,",,0,21,",38.9,",0,26,",316.9,",,,0",3362.2,0,24.4,",,,0,3,2",46.3,",0",28.9,",,,0,3,2",10,",,,0,3,2",11.7,",,,0,3,2",17.5,",,,0,3,2",11.51,"1,,,0",22.5,",,,0,3,2",26.43,"1,,,0",41.3,",,,0",,,,,,,0,",T,,0",19.56,",0",28.53,",,,0",10.58,",,,0",,,,,300,",X",290,",X",,,6699,",,,0",,,21.5,",X",27.7,",X",,
USW00023065,1998-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,4.3,",X",297.4,0,178,",0",13,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",14,",0",13,,3,,19980731,",,0",19980731,"+,,0",19980731,"+,,0",16,,19980708,",,0",19980720,",,0",14.4,",0,31,",0,",,0,31,+",0,",,0,31,+",64.5,",,0,08,",37.8,",0,20,",280.6,"1,,,0",0.8,0,27.2,",,,0,3,2",0.8,",0",31.1,",,,0,3,2",20,",,,0,3,2",21.7,",,,0,3,2",22.8,",,,0,3,2",18.01,",,,0",26.9,",,,0,3,2",31.42,",,,0",182.8,",,,0",,,,,,,0,",,,0",24.05,",0",31.17,",,,0",16.92,",,,0",16639,",X",,,260,",X",260,",X",,,5050,"2,,,0",,,23.7,",X",27.7,",X",,
USW00023065,1998-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,4.3,",X",436.9,0,139.5,",0",9,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",8,",0",8,,,,19980807,"+,,0",19980831,"+,,0",19980819,",,0",7,,19980819,",,0",19980823,",,0",12.2,",0,07,+",0,",,0,31,+",0,",T,0,19,",14.5,",,0,19,",35.6,",0,23,",259.6,",,,0",0.8,0,23.9,",,,0,3,2",0,",0",31.1,",,,0,3,2",19.4,",,,0,3,2",20,",,,0,3,2",21.6,",,,0,3,2",16.45,",,,0",26.4,",,,0,3,2",29.45,",,,0",43.1,",,,0",,,,,,,0,",T,,0",22.83,",0",30.27,",,,0",15.39,",,,0",19074,",X",,,100,",X",110,",X",,,5370,",,,0",,,14.3,",X",17.4,",X",,
USW00023065,1998-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,4.8,",X",529.1,0,92.2,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",8,",0",7,,3,,19980922,"+,,0",19980930,"+,,0",19980930,"+,,0",3,,19980913,",,0",19980925,",,0",6.7,",0,22,+",0,",,0,30,+",0,",,0,30,+",6.9,",,0,13,",36.1,",0,25,",260.1,",,,0",19.5,0,23.9,",,,0,3,2",18.7,",0",31.7,",,,0,3,2",15,",,,0,3,2",16.7,",,,0,3,2",20.5,",,,0,3,2",13.97,"1,,,0",25.7,",,,0,3,2",27.19,"1,,,0",9,",,,0",,,,,,,0,",,,0",20.79,",0",29.24,",,,0",12.33,",,,0",18265,",X",,,180,",X",180,",X",,,5822,"2,,,0",,,14.8,",X",19.7,",X",,
USW00023065,1998-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.5,",X",529.1,0,0,",0",9,",0",4,",0",0,",0",0,",0",0,",0",0,",0",4,",0",0,",0",14,",0",0,",0",10,,4,,19981021,",,0",19981031,"+,,0",19981031,"+,,0",3,,19981001,",,0",19981014,",,0",-2.8,",0,21,",0,",,0,31,+",0,",T,0,31,+",18.8,",,0,01,",28.3,",0,14,",,,234.3,0,17.8,"1,,,0,3,2",214.8,",0",21.7,"1,,,0,3,2",8.9,"1,,,0,3,2",11.1,"1,,,0,3,2",12.1,"1,,,0,3,2",,,15.2,"1,,,0,3,2",,,43,",,,0",,,,,,,0,",T,,0",11.4,",0",19.2,",,,0",3.61,",,,0",13936,",X",,,300,",X",290,",X",,,,,,,17.9,",X",21.5,",X",,
USW00023065,1998-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.2,",X",529.1,0,0,",0",6,",0",3,",0",1,",0",1,",0",2,",0",0,",0",19,",0",0,",0",5,",0",0,",0",10,,1,,19981110,",,0",19981103,",,0",19981107,",,0",1,,19981102,",,0",19981122,",,0",-6.1,",0,10,",25,",,0,03,",79,",,0,07,",29,",,0,02,",27.8,",0,22,",,,603.7,0,8.3,",,,0,3,2",369.4,",0",11.1,",,,0,3,2",2.2,",,,0,3,2",2.2,",,,0,3,2",5.2,",,,0,3,2",,,6.9,",,,0,3,2",,,53.7,",,,0",,,,,,,128,",,,0",6.02,",0",12.71,",,,0",-0.67,",,,0",9414,",X",,,320,",X",300,",X",,,,,,,18.3,",X",21.5,",X",,
USW00023065,1998-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5,",X",529.1,0,0,",0",3,",0",0,",0",0,",0",7,",0",2,",0",5,",0",30,",0",6,",0",1,",0",0,",0",4,,,,19981222,",,0",19981220,",,0",19981219,",,0",,,19981219,",,0",19981201,",,0",-25,",0,22,",127,",,0,20,",91,",,0,19,",2,",,0,19,",21.7,",0,01,",,,1205.7,0,8.9,"1,,,0,3,2",602,",0",11.1,"1,,,0,3,2",-5.6,"1,,,0,3,2",-3.9,"1,,,0,3,2",1.5,"1,,,0,3,2",,,2.8,"1,,,0,3,2",,,3.1,",,,0",,,,,,,150,",,,0",-1.09,",0",6.54,",,,0",-8.71,",,,0",10828,",X",,,290,",X",290,",X",,,,,,,17,",X",19.2,",X",,
USW00023065,1999-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.3,",X",0,0,0,",0",3,",0",2,",0",0,",0",2,",0",1,",0",1,",0",31,",0",6,",0",1,",0",0,",0",10,,1,,19990103,",,0",19990130,",,0",19990129,",,0",,,19990129,",,0",19990111,",,0",-17.8,",0,03,",102,",,0,30,",79,",,0,29,",7.6,",,0,29,",21.1,",0,11,",,,1764.8,0,3.9,",,,0,3,2",559.1,",0",7.2,",,,0,3,2",-2.8,",,,0,3,2",-1.7,",,,0,3,2",-0.1,",,,0,3,2",,,0.9,",,,0,3,2",,,11.4,",,,0",,,,,,,89,",,,0",0.3,",0",8.33,",,,0",-7.74,",,,0",11166,",X",,,210,",X",320,",X",,,,,,,17.9,",X",22.8,",X",,
USW00023065,1999-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.5,",X",0,0,0,",0",1,",0",1,",0",0,",0",2,",0",1,",0",0,",0",28,",0",1,",0",2,",0",0,",0",5,,2,,19990212,",,0",19990211,",,0",19990211,",,0",,,19990211,",,0",19990214,"+,,0",-11.7,",0,12,",51,",,0,11,",43,",,0,11,",3,",,0,11,",23.9,",0,14,+",,,2164.8,0,5.6,",,,0,3,2",400,",0",12.2,",,,0,3,2",0,",,,0,3,2",1.7,",,,0,3,2",2.4,",,,0,3,2",,,4.4,",,,0,3,2",,,3,",,,0",,,,,,,43,",,,0",4.05,",0",13.75,",,,0",-5.66,",,,0",13969,",X",,,330,",X",330,",X",,,,,,,21.5,",X",25.5,",X",,
USW00023065,1999-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.1,",X",0,0,0,",0",4,",0",2,",0",0,",0",4,",0",2,",0",0,",0",25,",0",3,",0",5,",0",0,",0",13,,4,,19990314,",,0",19990313,",,0",19990312,",,0",1,,19990312,",,0",19990331,",,0",-14.4,",0,14,",254,",,0,13,",239,",,0,12,",13,",,0,12,",26.7,",0,31,",,,2594.5,0,8.3,",,,0,3,2",429.7,",0",11.7,",,,0,3,2",-2.2,",,,0,3,2",1.1,",,,0,3,2",3.4,",,,0,3,2",,,6.2,",,,0,3,2",,,22.7,",,,0",,,,,,,293,",,,0",4.47,",0",12.33,",,,0",-3.39,",,,0",15055,",X",,,160,",X",170,",X",,,,,,,19.7,",X",23.7,",X",,
USW00023065,1999-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.5,",X",0,0,0,",0",13,",0",8,",0",1,",0",0,",0",2,",0",0,",0",15,",0",0,",0",6,",0",0,",0",15,,3,,19990417,"+,,0",19990423,"+,,0",19990405,",,0",1,,19990414,",,0",19990420,",,0",-5.6,",0,17,+",0,",T,0,23,+",53,",,0,05,",25.4,",,0,14,",26.1,",0,20,",,,2910.3,0,11.7,",,,0,3,2",315.8,",0",17.2,",,,0,3,2",1.1,",,,0,3,2",3.3,",,,0,3,2",6.1,",,,0,3,2",,,10.3,",,,0,3,2",14.63,",,,0",80.8,",,,0",,,,,,,91,",,,0",7.81,",0",14.85,",,,0",0.76,",,,0",13813,",X",,,320,",X",310,",X",,,7358,"3,,,0",,,26.8,",X",31.7,",X",,
USW00023065,1999-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,6.4,",X",8.7,0,8.7,",0",9,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",19,",0",0,",0",9,,,,19990507,",,0",19990531,"+,,0",19990510,",,0",8,,19990501,",,0",19990519,"+,,0",0.6,",0,07,",0,",,0,31,+",0,",T,0,10,",21.1,",,0,01,",31.1,",0,19,+",237.7,",,,0",3035.6,0,16.7,",,,0,3,2",125.3,",0",23.9,",,,0,3,2",6.1,",,,0,3,2",9.4,",,,0,3,2",11.7,",,,0,3,2",7.58,",,,0",16.7,",,,0,3,2",22.43,",,,0",68.1,",,,0",,,,,,,0,",T,,0",14.57,",0",22.22,",,,0",6.92,",,,0",21030,",X",,,200,",X",200,",X",,,7855,",,,0",,,20.1,",X",25.9,",X",,
USW00023065,1999-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.9,",X",83.5,0,74.8,",0",11,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",4,",0",10,,2,,19990610,",,0",19990630,"+,,0",19990610,"+,,0",10,,19990610,",,0",19990608,",,0",6.7,",0,10,",0,",,0,30,+",0,",T,0,10,+",78.5,",,0,10,",33.3,",0,08,",237,"3,,,0",3062.3,0,22.2,"1,,,0,3,2",26.7,",0",28.3,"1,,,0,3,2",12.2,"1,,,0,3,2",17.8,"1,,,0,3,2",17.1,"1,,,0,3,2",12.64,"2,,,0",22.6,"1,,,0,3,2",26.86,"2,,,0",139.8,",,,0",,,,,,,0,",T,,0",19.94,",0",27.24,",,,0",12.63,",,,0",23505,",X",,,180,",X",210,",X",,,6337,"4,,,0",,,18.3,",X",21.9,",X",,
USW00023065,1999-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,5.3,",X",292.8,0,209.3,",0",7,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",21,",0",5,,1,,19990711,",,0",19990731,"+,,0",19990725,",,0",10,,19990701,",,0",19990725,",,0",8.3,",0,11,",0,",,0,31,+",0,",T,0,25,",12.4,",,0,01,",37.8,",0,25,",360.4,",,,0",2,0,26.1,",,,0,3,2",2,",0",32.2,",,,0,3,2",17.8,",,,0,3,2",23.9,",,,0,3,2",22.9,",,,0,3,2",17.4,",,,0",28.4,",,,0,3,2",31.77,",,,0",33,",,,0",,,,,,,0,",T,,0",25.02,",0",32.74,",,,0",17.3,",,,0",24238,",X",,,180,",X",170,",X",,,6810,",,,0",,,20.6,",X",24.6,",X",,
USW00023065,1999-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,4.2,",X",438.4,0,145.6,",0",12,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",11,",0",13,,6,,19990813,",,0",19990831,"+,,0",19990831,"+,,0",11,,19990801,",,0",19990825,",,0",11.7,",0,13,",0,",,0,31,+",0,",,0,31,+",57.9,",,0,01,",35.6,",0,25,",270.4,"1,,,0",3.7,0,23.9,",,,0,3,2",1.7,",0",31.1,",,,0,3,2",18.3,",,,0,3,2",20,",,,0,3,2",21.3,",,,0,3,2",16.57,"1,,,0",26.7,",,,0,3,2",29.82,"1,,,0",123.6,",,,0",,,,,,,0,",,,0",22.97,",0",30.38,",,,0",15.57,",,,0",19249,",X",,,340,",X",340,",X",,,4973,",,,0",,,18.3,",X",24.6,",X",,
