STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00014971,1985-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,27.4,",0",7,",0",7,",0",0,",0",0,"1,0",0,",0",0,",0",5,",0",1,",0",17,",0",0,",0",,,,,19850401,",,0",19850430,"+,1,0",19850430,"+,,0",,,19850426,",,0",19850419,",,0",-3.9,",0,01,",0,"1,,0,30,+",0,",,0,30,+",19.1,",,0,26,",31.7,",0,19,",,,174.3,",0",68.9,",,,0",,,0,",,,0",13.44,",0",20.27,",,,0",6.6,",,,0",,,,,,,,,,
USW00014971,1985-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,41.5,"2,0",6,",0",4,",0",1,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",27,",0",2,",0",,,,,19850521,"+,2,0",19850531,"+,,0",19850531,"+,,0",,,19850514,",,0",19850528,"+,,0",8.9,"2,0,21,+",0,",,0,31,+",0,",,0,31,+",56.9,",,0,14,",32.2,",0,28,+",,,33.2,",0",94.5,",,,0",,,0,",,,0",18.68,"2,0",25.37,",,,0",11.99,"2,,,0",,,,,,,,,,
USW00014971,1985-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,73.6,"4,0",6,",0",6,",0",2,",0",0,",0",0,",0",0,"4,0",0,"4,0",0,"1,0",27,"1,0",8,"1,0",,,,,19850614,"+,4,0",19850630,"+,,0",19850630,"+,,0",,,19850624,",,0",19850609,",1,0",8.3,"4,0,14,+",0,",,0,30,+",0,",,0,30,+",69.9,",,0,24,",39.4,"1,0,09,",,,10.6,"1,0",132.3,",,,0",,,0,",,,0",21.07,"4,0",28.6,"1,,,0",13.55,"4,,,0",,,,,,,,,,
USW00014971,1985-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,190,"4,0",3,"2,0",3,"2,0",1,"2,0",0,",0",0,",0",0,"4,0",0,"4,0",0,"2,0",29,"2,0",15,"2,0",,,,,19850705,"+,4,0",19850731,"+,,0",19850731,"+,,0",,,19850719,",2,0",19850713,",2,0",15.6,"4,0,05,+",0,",,0,31,+",0,",,0,31,+",139.7,"2,,0,19,",38.9,"2,0,13,",0,0,0,"2,0",173.5,",a,,0",,,0,",,,0",25.51,"4,0",32.35,"2,,,0",18.67,"4,,,0",,,,,,,,,,
USW00014971,1985-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,127.3,"1,0",4,",0",3,",0",1,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",30,",0",6,",0",,,,,19850818,",1,0",19850831,"+,,0",19850831,"+,,0",,,19850819,",,0",19850807,"+,,0",10.6,"1,0,18,",0,",,0,31,+",0,",,0,31,+",26.7,",,0,19,",35.6,",0,07,+",1.1,0,1.1,",0",44,",,,0",,,0,",,,0",22.51,"1,0",28.77,",,,0",16.26,"1,,,0",,,,,,,,,,
USW00014971,1985-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,91.6,"4,0",5,"2,0",5,"2,0",1,"2,0",0,"2,0",1,"1,0",0,"3,0",0,"3,0",0,"3,0",17,"3,0",6,"3,0",,,,,19850930,",3,0",19850930,"+,2,0",19850929,",1,0",,,19850913,",2,0",19850901,",3,0",1.1,"3,0,30,",0,"2,,0,30,+",25,"1,,0,29,",33,"2,,0,13,",39.4,"3,0,01,",69.6,0,68.5,"3,0",115.6,",a,,0",,,25,"1,,,0",18.92,"4,0",23.98,"3,,,0",13.86,"3,,,0",,,,,,,,,,
USW00014971,1985-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,0,"4,0",3,",0",3,",0",1,",0",0,",0",0,",0",0,"3,0",2,"3,0",0,"1,0",11,"1,0",0,"1,0",,,,,19851001,",3,0",19851031,"+,,0",19851031,"+,,0",,,19851019,",,0",19851023,",1,0",-1.1,"3,0,01,",0,",,0,31,+",0,",,0,31,+",39.4,",,0,19,",25,"1,0,23,",244.3,0,174.7,"1,0",47,",,,0",,,0,",,,0",11.95,"4,0",17.17,"1,,,0",6.73,"3,,,0",,,,,,,,,,
USW00014971,1985-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,0,"3,0",2,",0",1,",0",0,",0",,,1,",0",0,"3,0",21,"3,0",13,",0",1,",0",0,",0",,,,,19851130,"+,3,0",,,19851120,",,0",,,19851120,",,0",19851106,",,0",-15,"3,0,30,+",,,102,",,0,20,",17.8,",,0,20,",21.7,",0,06,",724.4,0,480.1,",0",19.1,",,,0",,,115,",,,0",0.45,"3,0",5.23,",,,0",-4.33,"3,,,0",,,,,,,,,,
USW00014971,1985-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,,,5,"1,0",3,"1,0",0,"1,0",,,5,",0",,,,,,,,,,,,,,,,,,,19851201,",,0",,,19851209,"+,1,0",,,,,,,89,",,0,01,",4.6,"1,,0,09,+",,,,,,,13.5,"1,,,0",,,292,",,,0",,,,,,,,,,,,,,,,
USW00014971,1986-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,0,0,"3,0",0,",0",0,",0",0,",0",0,",0",0,",0",3,"3,0",28,"3,0",5,",0",0,",0",0,",0",,,,,19860127,",3,0",19860131,"+,,0",19860131,"+,,0",,,19860131,"+,,0",19860121,",,0",-18.9,"3,0,27,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",18.3,",0,21,",,,504.9,",0",0,",,,0",,,0,",,,0",0.15,"3,0",7.18,",,,0",-6.89,"3,,,0",,,,,,,,,,
USW00014971,1986-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,,,4,",0",4,",0",0,",0",,,3,",0",,,,,12,",0",0,",0",0,",0",,,,,,,,,19860214,",,0",,,19860214,"+,,0",19860226,",,0",,,,,76,",,0,14,",7.6,",,0,14,+",18.9,",0,26,",,,,,24.1,",,,0",,,178,",,,0",,,2.51,",,,0",,,,,,,,,,,,
USW00014971,1986-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,,,3,",0",3,",0",2,",0",,,,,0,"4,0",10,"4,0",0,"3,0",6,"3,0",0,"3,0",,,,,19860308,"+,4,0",,,,,,,19860318,",,0",19860331,",3,0",-11.7,"4,0,08,+",,,,,53.3,",,0,18,",31.7,"3,0,31,",,,,,108.7,",,,0",,,,,7.9,"7,0",14.74,"3,,,0",1.07,"4,,,0",,,,,,,,,,
USW00014971,1986-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,,,6,"5,0",6,"5,0",3,"5,0",0,"5,0",0,"5,0",,,,,1,"1,0",14,"1,0",0,"1,0",,,,,,,19860430,"+,5,0",19860430,"+,5,0",,,19860427,",5,0",19860426,",1,0",,,0,"5,,0,30,+",0,"5,,0,30,+",38.1,"5,,0,27,",30,"1,0,26,",,,,,159,",a,,0",,,0,"5,,,0",,,19.94,"1,,,0",,,,,,,,,,,,
USW00014971,1986-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,31,"4,0",6,",0",6,",0",2,",0",0,",0",0,",0",0,"3,0",0,"3,0",0,"1,0",26,"1,0",0,"1,0",,,,,19860502,",3,0",19860531,"+,,0",19860531,"+,,0",,,19860516,"+,,0",19860508,",1,0",6.1,"3,0,02,",0,",,0,31,+",0,",,0,31,+",25.4,",,0,16,+",30,"1,0,08,",,,27.2,"1,0",75.4,",,,0",,,0,",,,0",18.68,"4,0",24.66,"1,,,0",12.7,"3,,,0",,,,,,,,,,
USW00014971,1986-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,200.1,"1,0",7,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",29,"1,0",13,"1,0",,,,,19860612,",,0",19860630,"+,,0",19860630,"+,,0",,,19860630,",,0",19860629,",1,0",12.8,",0,12,",0,",,0,30,+",0,",,0,30,+",71.1,",,0,30,",37.2,"1,0,29,",,,0,"1,0",112.9,",,,0",,,0,",,,0",25.25,"1,0",31.58,"1,,,0",18.92,",,,0",,,,,,,,,,
USW00014971,1986-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,246.4,"2,0",6,",0",5,",0",2,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",31,",0",18,",0",,,,,19860722,"+,2,0",19860731,"+,,0",19860731,"+,,0",,,19860710,",,0",19860725,",,0",16.1,"2,0,22,+",0,",,0,31,+",0,",,0,31,+",59.7,",,0,10,",38.3,",0,25,",0,0,0,",0",141.1,",,,0",,,0,",,,0",26.82,"2,0",32.76,",,,0",20.88,"2,,,0",,,,,,,,,,
USW00014971,1986-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,,,5,",0",5,",0",3,",0",0,",0",0,",0",,,,,0,"1,0",29,"1,0",3,"1,0",,,,,,,19860831,"+,,0",19860831,"+,,0",,,19860815,",,0",19860825,",1,0",,,0,",,0,31,+",0,",,0,31,+",50,",,0,15,",33.3,"1,0,25,",,,,,159.3,",,,0",,,0,",,,0",,,27.38,"1,,,0",,,,,,,,,,,,
USW00014971,1986-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,87.4,"2,0",10,",0",9,",0",2,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",25,",0",1,",0",,,,,19860908,",2,0",19860930,"+,,0",19860930,"+,,0",,,19860917,",,0",19860921,",,0",7.2,"2,0,08,",0,",,0,30,+",0,",,0,30,+",45.7,",,0,17,",32.8,",0,21,",,,12.2,",0",146.5,",,,0",,,0,",,,0",21.05,"2,0",26.34,",,,0",15.76,"2,,,0",,,,,,,,,,
USW00014971,1986-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,0.3,"1,0",5,",0",5,",0",2,",0",0,",0",0,",0",0,"1,0",3,"1,0",0,",0",9,",0",0,",0",,,,,19861015,"+,1,0",19861031,"+,,0",19861031,"+,,0",,,19861012,",,0",19861008,",,0",-0.6,"1,0,15,+",0,",,0,31,+",0,",,0,31,+",88.9,",,0,12,",26.1,",0,08,",,,172.6,",0",154.4,",,,0",,,0,",,,0",12.66,"1,0",18.11,",,,0",7.2,"1,,,0",,,,,,,,,,
USW00014971,1986-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,,,3,",0",3,",0",0,",0",0,"4,0",1,",0",0,"5,0",20,"5,0",4,"1,0",0,"1,0",0,"1,0",,,,,19861113,"+,5,0",19861130,"+,4,0",19861111,",,0",,,19861108,",,0",19861107,",1,0",-16.7,"5,0,13,+",0,"4,,0,30,+",25,",,0,11,",11.9,",,0,08,",18.3,"1,0,07,",,,,,21.3,",,,0",,,25,",,,0",2.34,"6,0",7.78,"1,,,0",-3.09,"5,,,0",,,,,,,,,,
USW00014971,1986-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,0,"4,0",2,"2,0",2,"2,0",0,"2,0",0,"1,0",2,",0",0,"4,0",26,"4,0",3,"1,0",0,"1,0",0,"1,0",,,,,19861211,"+,4,0",19861231,"+,1,0",19861201,",,0",,,19861202,",2,0",19861225,",1,0",-13.9,"4,0,11,+",0,"1,,0,31,+",61,",,0,01,",19.8,"2,,0,02,",9.4,"1,0,25,",,,514.2,"1,0",29.5,"2,,,0",,,99,",,,0",-0.66,"4,0",3.54,"1,,,0",-4.86,"4,,,0",,,,,,,,,,
USW00014971,1987-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,0,0,"3,0",1,",0",0,",0",0,",0",0,"1,0",1,",0",0,"2,0",26,"2,0",7,"1,0",0,"1,0",0,"1,0",,,,,19870124,",2,0",19870131,"+,1,0",19870116,",,0",,,19870116,",,0",19870114,",1,0",-16.1,"2,0,24,",0,"1,,0,31,+",25,",,0,16,",1.3,",,0,16,",18.3,"1,0,14,",,,539,"1,0",1.3,",,,0",,,25,",,,0",-1.02,"3,0",5.08,"1,,,0",-7.12,"2,,,0",,,,,,,,,,
USW00014971,1987-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,0,0,"1,0",2,",0",2,",0",0,",0",1,",0",1,",0",0,"1,0",22,"1,0",1,",0",1,",0",0,",0",,,,,19870217,"+,1,0",19870205,",,0",19870205,",,0",,,19870228,",,0",19870208,",,0",-8.3,"1,0,17,+",25,",,0,05,",25,",,0,05,",11.9,",,0,28,",21.1,",0,08,",,,388.1,",0",14.7,",,,0",,,25,",,,0",3.87,"1,0",9.74,",,,0",-2,"1,,,0",,,,,,,,,,
USW00014971,1987-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,0,0,"5,0",5,"4,0",5,"4,0",1,"4,0",,,3,",0",0,"5,0",10,"5,0",2,",0",6,",0",0,",0",,,,,19870330,",5,0",,,19870329,",,0",,,19870323,",4,0",19870322,",,0",-11.1,"5,0,30,",,,178,",,0,29,",54.6,"4,,0,23,",26.1,",0,22,",,,341.4,",0",128.8,"4,,,0",,,254,",,,0",5.68,"5,0",11.81,",,,0",-0.45,"5,,,0",,,,,,,,,,
USW00014971,1987-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",26.3,0,26.3,"3,0",3,",0",3,",0",1,",0",0,",0",0,",0",0,"2,0",5,"2,0",0,"1,0",14,"1,0",4,"1,0",,,,,19870401,",2,0",19870430,"+,,0",19870430,"+,,0",,,19870414,",,0",19870426,",1,0",-7.8,"2,0,01,",0,",,0,30,+",0,",,0,30,+",36.8,",,0,14,",34.4,"1,0,26,",,,179.1,"1,0",62.2,",,,0",,,0,",,,0",12.85,"3,0",20.14,"1,,,0",5.56,"2,,,0",,,,,,,,,,
USW00014971,1987-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,,,10,",0",10,",0",1,",0",0,",0",0,",0",,,,,,,,,,,,,,,,,19870531,"+,,0",19870531,"+,,0",,,19870527,",,0",,,,,0,",,0,31,+",0,",,0,31,+",27.9,",,0,27,",,,,,,,85.5,",,,0",,,0,",,,0",,,,,,,,,,,,,,,,
USW00014971,1987-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,183,"4,0",4,"2,0",4,"2,0",1,"2,0",0,",0",0,",0",0,"4,0",0,"4,0",0,"4,0",26,"4,0",15,"4,0",,,,,19870604,",4,0",19870630,"+,,0",19870630,"+,,0",,,19870627,",2,0",19870617,"+,4,0",10.6,"4,0,04,",0,",,0,30,+",0,",,0,30,+",40.6,"2,,0,27,",37.8,"4,0,17,+",,,0.8,"4,0",68.5,"2,,,0",,,0,",,,0",25.34,"4,0",31.84,"4,,,0",18.84,"4,,,0",,,,,,,,,,
USW00014971,1987-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,282,",0",4,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",21,",0",,,,,19870713,"+,,0",19870731,"+,,0",19870731,"+,,0",,,19870709,",,0",19870731,",,0",13.3,",0,13,+",0,",,0,31,+",0,",,0,31,+",20.3,",,0,09,",39.4,",0,31,",0.3,0,0.3,",0",46.8,",,,0",,,0,",,,0",27.42,",0",33.75,",,,0",21.09,",,,0",,,,,,,,,,
USW00014971,1987-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,169.2,"1,0",6,",0",4,",0",2,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",29,",0",11,",0",,,,,19870831,",1,0",19870831,"+,,0",19870831,"+,,0",,,19870825,",,0",19870801,",,0",11.1,"1,0,31,",0,",,0,31,+",0,",,0,31,+",83.8,",,0,25,",40.6,",0,01,",8.4,0,8.1,",0",192.7,",,,0",,,0,",,,0",23.75,"1,0",29.73,",,,0",17.78,"1,,,0",,,,,,,,,,
USW00014971,1987-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,71.5,"1,0",1,",0",1,",0",1,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",30,",0",1,",0",,,,,19870922,",1,0",19870930,"+,,0",19870930,"+,,0",,,19870910,",,0",19870904,",,0",7.8,"1,0,22,",0,",,0,30,+",0,",,0,30,+",30.5,",,0,10,",33.3,",0,04,",11.1,0,2.7,",0",30.5,",,,0",,,0,",,,0",20.72,"1,0",27.93,",,,0",13.51,"1,,,0",,,,,,,,,,
USW00014971,1987-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,1.7,"4,0",3,",0",3,",0",1,",0",0,",0",0,",0",0,"4,0",7,"4,0",0,",0",8,",0",0,",0",,,,,19871023,",4,0",19871031,"+,,0",19871031,"+,,0",,,19871015,",,0",19871002,",,0",-5.6,"4,0,23,",0,",,0,31,+",0,",,0,31,+",50.8,",,0,15,",30,",0,02,",234.3,0,223.2,",0",75.2,",,,0",,,0,",,,0",10.11,"4,0",17.25,",,,0",2.98,"4,,,0",,,,,,,,,,
USW00014971,1987-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,0,"2,0",2,"1,0",2,"1,0",0,"1,0",,,1,"1,0",0,"1,0",14,"1,0",1,"1,0",3,"1,0",0,"1,0",,,,,19871119,",1,0",,,19871128,",1,0",,,19871128,",1,0",19871105,",1,0",-7.8,"1,0,19,",,,140,"1,,0,28,",12.7,"1,,0,28,",22.8,"1,0,05,",558.4,0,324.1,"1,0",21.1,"1,,,0",,,140,"1,,,0",6.8,"2,0",12.51,"1,,,0",1.09,"1,,,0",,,,,,,,,,
USW00014971,1987-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",,,0,"3,0",2,",0",1,",0",0,",0",0,"3,0",0,",0",0,"3,0",23,"3,0",7,"1,0",0,"1,0",0,"1,0",,,,,19871226,",3,0",19871231,"+,3,0",19871227,",,0",,,19871209,",,0",19871211,"+,1,0",-10.6,"3,0,26,",0,"3,,0,31,+",13,",,0,27,",24.1,",,0,09,",11.7,"1,0,11,+",1050.6,0,492.2,"1,0",25.1,",,,0",,,13,",,,0",0.59,"3,0",4.6,"1,,,0",-3.42,"3,,,0",,,,,,,,,,
USW00014971,1988-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,0,0,",0",1,",0",1,",0",0,",0",0,",0",0,",0",6,",0",31,",0",17,",0",0,",0",0,",0",,,,,19880110,"+,,0",19880131,"+,,0",19880123,"+,,0",,,19880119,",,0",19880131,"+,,0",-18.9,",0,10,+",0,",,0,31,+",0,",T,0,23,+",12.4,",,0,19,",13.3,",0,31,+",1806.2,0,755.6,",0",12.4,",,,0",,,0,",T,,0",-6.04,",0",-0.72,",,,0",-11.37,",,,0",,,,,,,,,,
USW00014971,1988-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,0,0,"2,0",2,",0",2,",0",0,",0",0,"5,0",0,"1,0",5,"2,0",27,"2,0",10,"1,0",0,"1,0",0,"1,0",,,,,19880212,"+,2,0",19880201,",5,0",19880220,"+,1,0",,,19880210,",,0",19880227,",1,0",-22.8,"2,0,12,+",0,"5,T,0,01,",0,"1,T,0,20,+",5.1,",,0,10,",20.6,"1,0,27,",2401.1,0,594.9,"1,0",7.9,",,,0",,,0,"1,T,,0",-3.53,"2,0",3.02,"1,,,0",-10.09,"2,,,0",,,,,,,,,,
USW00014971,1988-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,0,0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",18,",0",2,",0",4,",0",0,",0",,,,,19880315,"+,,0",19880331,"+,,0",19880317,"+,,0",,,19880317,"+,,0",19880328,"+,,0",-11.7,",0,15,+",0,",,0,31,+",0,",T,0,17,+",0,",T,0,17,+",26.1,",0,28,+",2795.5,0,394.4,",0",0,",T,,0",,,0,",T,,0",5.61,",0",13.01,",,,0",-1.79,",,,0",,,,,,,,,,
USW00014971,1988-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",1.1,0,1.1,",0",4,",0",3,",0",1,",0",0,",0",0,",0",0,",0",7,",0",0,",0",12,",0",0,",0",,,,,19880418,",,0",19880430,"+,,0",19880430,"+,,0",,,19880426,",,0",19880409,",,0",-3.3,",0,18,",0,",,0,30,+",0,",,0,30,+",33.5,",,0,26,",30.6,",0,09,",3033.5,0,238,",0",62.2,",,,0",,,0,",,,0",10.44,",0",18.09,",,,0",2.78,",,,0",,,,,,,,,,
USW00014971,1988-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",78.3,0,77.2,"2,0",9,",0",8,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"2,0",27,"2,0",5,"2,0",,,,,19880505,",,0",19880531,"+,,0",19880531,"+,,0",,,19880521,",,0",19880518,",2,0",7.8,",0,05,",0,",,0,31,+",0,",,0,31,+",30.5,",,0,21,",35,"2,0,18,",3048.4,0,14.9,"2,0",95.1,",,,0",,,0,",,,0",20.45,"2,0",27.9,"2,,,0",13.01,",,,0",,,,,,,,,,
USW00014971,1988-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",308.5,0,230.2,"2,0",3,",0",2,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,"1,0",29,"1,0",19,"1,0",,,,,19880610,",1,0",19880630,"+,,0",19880630,"+,,0",,,19880630,",,0",19880622,",1,0",10.6,"1,0,10,",0,",,0,30,+",0,",,0,30,+",8.9,",,0,30,",42.8,"1,0,22,",3048.4,0,0,"1,0",17.8,",,,0",,,0,",,,0",26.56,"2,0",33.57,"1,,,0",19.55,"1,,,0",,,,,,,,,,
USW00014971,1988-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",556.8,0,248.3,",0",3,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",21,",0",,,,,19880701,",,0",19880731,"+,,0",19880731,"+,,0",,,19880719,",,0",19880714,",,0",13.3,",0,01,",0,",,0,31,+",0,",,0,31,+",40.6,",,0,19,",40.6,",0,14,",1.1,0,1.1,",0",50.8,",,,0",,,0,",,,0",26.31,",0",33.39,",,,0",19.22,",,,0",,,,,,,,,,
USW00014971,1988-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",811.6,0,254.8,"1,0",3,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",30,"1,0",20,"1,0",,,,,19880830,"+,,0",19880831,"+,,0",19880831,"+,,0",,,19880819,",,0",19880807,",1,0",7.8,",0,30,+",0,",,0,31,+",0,",,0,31,+",38.1,",,0,19,",40.6,"1,0,07,",3.6,0,2.5,"1,0",61,",,,0",,,0,",,,0",26.73,"1,0",34.34,"1,,,0",19.12,",,,0",,,,,,,,,,
USW00014971,1988-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",877.5,0,65.9,"3,0",4,",0",4,",0",2,",0",0,",0",0,",0",0,"3,0",0,"3,0",0,",0",27,",0",5,",0",,,,,19880920,",3,0",19880930,"+,,0",19880930,"+,,0",,,19880928,",,0",19880911,",,0",6.7,"3,0,20,",0,",,0,30,+",0,",,0,30,+",71.1,",,0,28,",36.1,",0,11,",22,0,18.4,",0",139.8,",,,0",,,0,",,,0",20.07,"3,0",27.09,",,,0",13.05,"3,,,0",,,,,,,,,,
USW00014971,1988-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",879.7,0,2.2,"2,0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",4,"1,0",0,"1,0",7,"1,0",0,"1,0",,,,,19881030,"+,1,0",19881031,"+,,0",19881031,"+,,0",,,19881020,",,0",19881015,",1,0",-4.4,"1,0,30,+",0,",,0,31,+",0,",,0,31,+",1.3,",,0,20,",27.8,"1,0,15,",247.6,0,225.6,"1,0",1.3,",,,0",,,0,",,,0",10.65,"2,0",17.54,"1,,,0",3.75,"1,,,0",,,,,,,,,,
USW00014971,1988-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",879.7,0,0,"1,0",2,",0",1,",0",0,",0",0,"1,0",0,",0",0,",0",19,",0",1,"1,0",1,"1,0",0,"1,0",,,,,19881128,",,0",19881130,"+,1,0",19881115,",,0",,,19881115,",,0",19881101,",1,0",-8.9,",0,28,",0,"1,,0,30,+",13,",,0,15,",22.9,",,0,15,",21.1,"1,0,01,",625.4,0,377.8,"1,0",24.2,",,,0",,,13,",,,0",5.33,"1,0",11.61,"1,,,0",-0.94,",,,0",,,,,,,,,,
USW00014971,1989-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,,0,"2,0",2,",0",2,",0",0,",0",0,",0",0,",0",0,"2,0",28,"2,0",3,",0",0,",0",0,",0",,,,,19890109,"+,2,0",19890131,"+,,0",19890131,"+,,0",,,19890128,",,0",19890118,",,0",-12.2,"2,0,09,+",0,",,0,31,+",0,",,0,31,+",10.2,",,0,28,",15,",0,18,",,,511.3,",0",15.3,",,,0",,,0,",,,0",0.72,"2,0",7.31,",,,0",-5.87,"2,,,0",,,,,,,,,,
