"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013957","2013-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","10.90",",,,W","1015.1",",,,W","1005.7",",,,W","13.88",",,,W","3.6",",W","63.2","W","50.9",",W","6",",W","4",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","25",",W","0",",W","2","","","","20130420",",,W","20130430","+,,W","20130430","+,,W","1","","20130410",",,W","20130417","+,,W","3.3",",W,20,","0",",,W,30,+","0",",,W,30,+","49.5",",,W,10,","31.1",",W,17,+","1159.1","W","71.0",",W","80.8",",,,W","","","68",",,,W","45",",,,W","90",",,,W","0",",,,W","17.66",",W","24.57",",,,W","10.76",",,,W","","","","","270",",W","260","2,W","","","","","14.8",",W","19.2","2,W","",""
"USW00013957","2013-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","15.83",",,,W","1015.0",",,,W","1005.8",",,,W","18.41",",,,W","3.8",",W","208.9","W","145.7",",W","9",",W","6",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29",",W","4",",W","6","","","","20130504",",,W","20130531","+,,W","20130531","+,,W","1","","20130516",",,W","20130531",",,W","3.9",",W,04,","0",",,W,31,+","0",",,W,31,+","22.4",",,W,16,","33.3",",W,31,","1180.8","W","21.7",",W","67.3",",,,W","","","70",",,,W","48",",,,W","92",",,,W","0",",,,W","22.34",",W","28.27",",,,W","16.40",",,,W","","","","","310",",W","320",",W","","","","","17.4",",W","21.5",",W","",""
"USW00013957","2013-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","21.12",",,,W","1013.5",",,,W","1004.3",",,,W","23.07",",,,W","2.7",",W","481.2","W","272.3",",W","6",",W","6",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","21",",W","5","","","","20130608",",,W","20130630","+,,W","20130630","+,,W","","","20130606",",,W","20130628",",,W","17.2",",W,08,","0",",,W,30,+","0",",,W,30,+","90.9",",,W,06,","37.8",",W,28,","1180.8","W","0.0",",W","196.7",",,,W","","","71",",,,W","49",",,,W","93",",,,W","0",",,,W","27.41",",W","32.81",",,,W","22.01",",,,W","","","","","280",",W","290","1,W","","","","","14.8",",W","20.6","1,W","",""
"USW00013957","2013-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","20.46",",,,W","1015.5",",,,W","1006.2",",,,W","22.73",",,,W","2.5",",W","773.5","W","292.3",",W","3",",W","3",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","25",",W","4","","","","20130703",",,W","20130731","+,,W","20130731","+,,W","4","","20130726",",,W","20130718","+,,W","16.7",",W,03,","0",",,W,31,+","0",",,W,31,+","34.5",",,W,26,","36.7",",W,18,+","0.0","W","0.0",",W","55.4",",,,W","","","67",",,,W","44",",,,W","91",",,,W","0",",,,W","27.76",",W","33.82",",,,W","21.71",",,,W","","","","","160",",W","60",",W","","","","","13.0",",W","18.3",",W","",""
"USW00013957","2013-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","20.24",",,,W","1015.3",",,,W","1006.1",",,,W","23.20",",,,W","2.8",",W","1118.4","W","344.9",",W","2",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","29",",W","3","","","","20130817","+,,W","20130831","+,,W","20130831","+,,W","2","","20130814",",,W","20130831","+,,W","17.8",",W,17,+","0",",,W,31,+","0",",,W,31,+","2.5",",,W,14,","38.9",",W,31,+","0.0","W","0.0",",W","4.5",",,,W","","","61",",,,W","36",",,,W","89",",,,W","0",",,,W","29.46",",W","36.13",",,,W","22.79",",,,W","","","","","340",",W","160",",W","","","","","11.2",",W","14.8",",W","",""
"USW00013957","2013-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","17.74",",,,W","1013.7",",,,W","1004.5",",,,W","21.17",",,,W","2.9",",W","1398.5","W","280.1",",W","7",",W","4",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","24",",W","4","","","","20130923",",,W","20130930","+,,W","20130930","+,,W","1","","20130928",",,W","20130903",",,W","13.9",",W,23,","0",",,W,30,+","0",",,W,30,+","87.9",",,W,28,","40.0",",W,03,","0.0","W","0.0",",W","236.6",",,,W","","","59",",,,W","35",",,,W","84",",,,W","0",",,,W","27.67",",W","34.41",",,,W","20.93",",,,W","","","","","140",",W","150","1,W","","","","","11.6",",W","14.8","1,W","",""
"USW00013957","2013-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","2.6",",W","1468.5","W","70.0",",W","12",",W","7",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","28",",W","0",",W","12","","","","20131020",",,W","20131031","+,,W","20131031","+,,W","","","20131031",",,W","20131004",",,W","5.6",",W,20,","0",",,W,31,+","0",",,W,31,+","44.7",",,W,31,","31.7",",W,04,","23.6","W","23.6",",W","178.2",",,,W","","","","","","","","","0",",,,W","19.83",",W","25.52",",,,W","14.15",",,,W","","","","","140",",W","240",",W","","","","","10.7",",W","17.9",",W","",""
"USW00013957","2013-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","6.01",",,,W","1022.9",",,,W","1013.4",",,,W","8.84",",,,W","2.9",",W","1475.7","W","7.2",",W","10",",W","5",",W","2",",W","0",",W","0",",W","0",",W","7",",W","0",",W","10",",W","0",",W","10","","","","20131129","+,,W","20131130","+,,W","20131130","+,,W","","","20131122",",,W","20131117",",,W","-3.2",",W,29,+","0",",,W,30,+","0",",,W,30,+","69.6",",,W,22,","28.9",",W,17,","233.7","W","210.1",",W","131.6",",,,W","","","72",",,,W","49",",,,W","91",",,,W","0",",,,W","11.57",",W","17.38",",,,W","5.76",",,,W","","","","","300",",W","180","1,W","","","","","10.7",",W","13.9","1,W","",""
"USW00013957","2013-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","3.73",",,,W","1021.4",",,,W","1011.9",",,,W","5.96",",,,W","2.7",",W","1481.5","W","5.8",",W","7",",W","4",",W","2",",W","0",",W","0",",W","0",",W","12",",W","0",",W","8",",W","0",",W","10","","","","20131211",",,W","20131231","+,,W","20131207",",,W","","","20131221",",,W","20131204",",,W","-3.8",",W,11,","0",",,W,31,+","0",",T,W,07,","70.9",",,W,21,","26.1",",W,04,","547.2","W","313.5",",W","126.6",",,,W","","","76",",,,W","54",",,,W","93",",,,W","0",",T,,W","8.41",",W","13.88",",,,W","2.94",",,,W","","","","","310",",W","310",",W","","","","","11.6",",W","14.8",",W","",""
"USW00013957","2014-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","-3.53",",,,W","1021.7",",,,W","1012.1",",,,W","2.75",",,,W","4.0",",W","0.0","W","0.0",",W","6",",W","2",",W","0",",W","0",",W","0",",W","0",",W","22",",W","0",",W","2",",W","0",",W","3","","","","20140107",",,W","20140131","+,,W","20140124","+,,W","","","20140109",",,W","20140120",",,W","-9.3",",W,07,","0",",,W,31,+","0",",T,W,24,+","15.0",",,W,09,","23.3",",W,20,","916.2","W","369.0",",W","21.0",",,,W","","","53",",,,W","30",",,,W","79",",,,W","0",",T,,W","6.43",",W","13.66",",,,W","-0.80",",,,W","","","","","310",",W","320","1,W","","","","","13.4",",W","17.0","1,W","",""
"USW00013957","2014-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","2.71",",,,W","1018.4",",,,W","1008.9",",,,W","6.02",",,,W","3.5",",W","3.4","W","3.4",",W","8",",W","6",",W","0",",W","1",",W","1",",W","0",",W","9",",W","0",",W","9",",W","0",",W","5","","","","20140213",",,W","20140212",",,W","20140211",",,W","","","20140202",",,W","20140223","+,,W","-4.3",",W,13,","30",",,W,12,","25",",,W,11,","15.2",",,W,02,","26.7",",W,23,+","1187.1","W","270.9",",W","66.5",",,,W","","","70",",,,W","49",",,,W","90",",,,W","25",",,,W","8.78",",W","14.45",",,,W","3.11",",,,W","","","","","270",",W","270","1,W","","","","","13.9",",W","21.0","1,W","",""
"USW00013957","2014-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","6.12",",,,W","1017.3",",,,W","1007.9",",,,W","9.42",",,,W","3.4",",W","9.8","W","6.4",",W","9",",W","6",",W","2",",W","0",",W","0",",W","0",",W","4",",W","0",",W","12",",W","0",",W","3","","","","20140303",",,W","20140303",",,W","20140328","+,,W","1","","20140328",",,W","20140328",",,W","-3.8",",W,03,","0",",T,W,03,","0",",T,W,28,+","48.5",",,W,28,","29.4",",W,28,","1369.7","W","182.6",",W","102.2",",,,W","","","68",",,,W","46",",,,W","90",",,,W","0",",T,,W","12.65",",W","19.21",",,,W","6.09",",,,W","","","","","290",",W","280",",W","","","","","21.0",",W","26.8",",W","",""
"USW00013957","2014-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","11.00",",,,W","1014.3",",,,W","1004.9",",,,W","14.22",",,,W","3.7",",W","64.4","W","54.6",",W","11",",W","5",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","23",",W","1",",W","5","","","","20140416",",,W","20140430","+,,W","20140430","+,,W","1","","20140406",",,W","20140427",",,W","2.8",",W,16,","0",",,W,30,+","0",",,W,30,+","57.9",",,W,06,","32.8",",W,27,","1432.0","W","62.3",",W","104.1",",,,W","","","66",",,,W","43",",,,W","89",",,,W","0",",,,W","18.08",",W","24.40",",,,W","11.75",",,,W","","","","","300",",W","310",",W","","","","","16.1",",W","21.5",",W","",""
"USW00013957","2014-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","15.75",",,,W","1015.4",",,,W","1006.1",",,,W","18.34",",,,W","3.2",",W","199.3","W","134.9",",W","9",",W","7",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29",",W","1",",W","7","","","","20140501",",,W","20140531","+,,W","20140531","+,,W","1","","20140508",",,W","20140511",",,W","5.0",",W,01,","0",",,W,31,+","0",",,W,31,+","52.6",",,W,08,","32.2",",W,11,","1445.9","W","13.9",",W","165.6",",,,W","","","70",",,,W","48",",,,W","91",",,,W","0",",,,W","22.24",",W","28.34",",,,W","16.14",",,,W","","","","","330",",W","20","1,W","","","","","13.9",",W","17.4","1,W","",""
"USW00013957","2014-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","21.52",",,,W","1013.9",",,,W","1004.8",",,,W","23.13",",,,W","2.9",",W","454.7","W","255.4",",W","8",",W","5",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","17",",W","8","","","","20140611",",,W","20140630","+,,W","20140630","+,,W","1","","20140624",",,W","20140620",",,W","17.2",",W,11,","0",",,W,30,+","0",",,W,30,+","35.3",",,W,24,","34.4",",W,20,","1445.9","W","0.0",",W","78.9",",,,W","","","76",",,,W","55",",,,W","94",",,,W","0",",,,W","26.85",",W","31.59",",,,W","22.10",",,,W","","","","","270",",W","240",",W","","","","","13.0",",W","19.2",",W","",""
"USW00013957","2014-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","20.44",",,,W","1016.6",",,,W","1007.4",",,,W","22.52",",,,W","2.2",",W","721.2","W","266.5",",W","7",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","21",",W","9","","","","20140721",",,W","20140731","+,,W","20140731","+,,W","1","","20140717",",,W","20140713",",,W","17.8",",W,21,","0",",,W,31,+","0",",,W,31,+","59.2",",,W,17,","37.2",",W,13,","0.0","W","0.0",",W","108.3",",,,W","","","70",",,,W","49",",,,W","91",",,,W","0",",,,W","26.93",",W","32.17",",,,W","21.69",",,,W","","","","","20",",W","40",",W","","","","","17.9",",W","25.0",",W","",""
"USW00013957","2014-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","21.45",",,,W","1014.8",",,,W","1005.7",",,,W","23.51",",,,W","2.5",",W","1031.6","W","310.4",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","28",",W","3","","","","20140815",",,W","20140831","+,,W","20140831","+,,W","2","","20140829",",,W","20140825",",,W","17.2",",W,15,","0",",,W,31,+","0",",,W,31,+","9.7",",,W,29,","37.2",",W,25,","0.0","W","0.0",",W","14.4",",,,W","","","70",",,,W","47",",,,W","92",",,,W","0",",,,W","28.35",",W","34.02",",,,W","22.67",",,,W","","","","","180",",W","200","1,W","","","","","13.9",",W","17.4","1,W","",""
"USW00013957","2014-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","19.18",",,,W","1016.2",",,,W","1006.9",",,,W","21.42",",,,W","2.3",",W","1273.3","W","241.7",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29",",W","17",",W","10","","1","","20140924",",,W","20140930","+,,W","20140930","+,,W","4","","20140911",",,W","20140906","+,,W","11.7",",W,24,","0",",,W,30,+","0",",,W,30,+","15.2",",,W,11,","36.1",",W,06,+","0.3","W","0.3",",W","30.7",",,,W","","","69",",,,W","45",",,,W","90",",,,W","0",",,,W","26.38",",W","32.42",",,,W","20.35",",,,W","","","","","350",",W","10","1,W","","","","","10.3",",W","11.6","1,W","",""
"USW00013957","2014-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","14.26",",,,W","1015.8",",,,W","1006.5",",,,W","16.68",",,,W","2.9",",W","1355.3","W","82.0",",W","7",",W","6",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","2",",W","16","","2","","20141030",",,W","20141031","+,,W","20141006",",,W","5","","20141013",",,W","20141002",",,W","6.7",",W,30,","0",",,W,31,+","0",",T,W,06,","41.7",",,W,13,","33.9",",W,02,","14.2","W","13.9",",W","148.4",",,,W","","","72",",,,W","46",",,,W","95",",,,W","0",",T,,W","20.53",",W","27.22",",,,W","13.84",",,,W","","","","","310",",W","310",",W","","","","","17.9",",W","21.5",",W","",""
"USW00013957","2014-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","4.63",",,,W","1021.4",",,,W","1011.8",",,,W","8.11",",,,W","3.7",",W","1360.8","W","5.5",",W","7",",W","6",",W","0",",W","0",",W","0",",W","0",",W","5",",W","0",",W","9",",W","0",",W","9","","1","","20141118",",,W","20141130","+,,W","20141117",",,W","1","","20141105",",,W","20141104",",,W","-4.3",",W,18,","0",",,W,30,+","0",",T,W,17,","24.9",",,W,05,","26.7",",W,04,","229.1","W","214.9",",W","112.6",",,,W","","","67",",,,W","43",",,,W","91",",,,W","0",",T,,W","11.36",",W","17.20",",,,W","5.51",",,,W","","","","","310",",W","210",",W","","","","","11.6",",W","14.3",",W","",""
"USW00013957","2014-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","6.96",",,,W","1021.4",",,,W","1011.9",",,,W","8.61",",,,W","3.4",",W","1361.9","W","1.1",",W","10",",W","7",",W","1",",W","0",",W","0",",W","0",",W","3",",W","0",",W","6",",W","0",",W","25","","5","","20141225",",,W","20141231","+,,W","20141231","+,,W","2","","20141219",",,W","20141215","+,,W","-1.0",",W,25,","0",",,W,31,+","0",",,W,31,+","34.0",",,W,19,","23.3",",W,15,+","477.7","W","248.6",",W","95.2",",,,W","","","82",",,,W","65",",,,W","97",",,,W","0",",,,W","10.35",",W","14.73",",,,W","5.96",",,,W","","","","","250",",W","240",",W","","","","","11.6",",W","14.8",",W","",""
"USW00013957","2015-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","0.36",",,,W","1024.0",",,,W","1014.4",",,,W","4.38",",,,W","3.3",",W","0.0","W","0.0",",W","8",",W","5",",W","4",",W","0",",W","0",",W","0",",W","13",",W","0",",W","4",",W","0",",W","10","","3","","20150108",",,W","20150131","+,,W","20150131","+,,W","3","","20150103",",,W","20150129",",,W","-7.7",",W,08,","0",",,W,31,+","0",",,W,31,+","62.0",",,W,03,","25.0",",W,29,","819.8","W","342.1",",W","189.3",",,,W","","","66",",,,W","42",",,,W","89",",,,W","0",",,,W","7.30",",W","13.22",",,,W","1.38",",,,W","","","","","280",",W","280",",W","","","","","17.9",",W","21.9",",W","",""
"USW00013957","2015-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","3.7",",W","0.0","W","0.0",",W","8",",W","8",",W","1",",W","1",",W","2",",W","0",",W","13",",W","0",",W","7",",W","0",",W","16","","1","","20150224",",,W","20150224",",,W","20150225",",,W","1","","20150216",",,W","20150214","+,,W","-3.2",",W,24,","30",",,W,24,","79",",,W,25,","26.9",",,W,16,","24.4",",W,14,+","1127.7","W","307.9",",W","108.7",",,,W","","","","","","","","","104",",,,W","7.34",",W","12.95",",,,W","1.72",",,,W","","","","","310",",W","310",",W","","","","","13.4",",W","16.5",",W","",""
"USW00013957","2015-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","9.93",",,,W","1019.5",",,,W","1010.0",",,,W","11.80",",,,W","3.1",",W","13.6","W","13.6",",W","13",",W","11",",W","2",",W","0",",W","0",",W","0",",W","3",",W","0",",W","11",",W","0",",W","21","","4","","20150306",",,W","20150305",",,W","20150305",",,W","1","","20150312",",,W","20150317",",,W","-4.3",",W,06,","0",",T,W,05,","10",",,W,05,","62.5",",,W,12,","29.4",",W,17,","1271.9","W","144.2",",W","203.7",",,,W","","","79",",,,W","59",",,,W","96",",,,W","10",",,,W","14.12",",W","19.05",",,,W","9.19",",,,W","","","","","20",",W","10",",W","","","","","11.6",",W","15.7",",W","",""
"USW00013957","2015-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","14.61",",,,W","1013.6",",,,W","1004.3",",,,W","16.81",",,,W","3.7",",W","89.6","W","76.0",",W","14",",W","11",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","26",",W","1",",W","19","","1","","20150411",",,W","20150430","+,,W","20150430","+,,W","10","","20150409",",,W","20150426",",,W","7.8",",W,11,","0",",,W,30,+","0",",,W,30,+","27.4",",,W,09,","32.2",",W,26,","1293.8","W","21.9",",W","138.5",",,,W","","","73",",,,W","52",",,,W","93",",,,W","0",",,,W","20.14",",W","25.57",",,,W","14.70",",,,W","","","","","310",",W","300",",W","","","","","16.1",",W","19.7",",W","",""
"USW00013957","2015-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","18.59",",,,W","1016.6",",,,W","1007.3",",,,W","20.36",",,,W","3.3",",W","255.2","W","165.6",",W","18",",W","11",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","1",",W","18","","1","","20150522","+,,W","20150531","+,,W","20150526",",,W","15","","20150518",",,W","20150528",",,W","12.8",",W,22,+","0",",,W,31,+","0",",T,W,26,","106.2",",,W,18,","32.2",",W,28,","1293.8","W","0.0",",W","278.8",",,,W","","","77",",,,W","57",",,,W","93",",,,W","0",",T,,W","23.67",",W","28.81",",,,W","18.54",",,,W","","","","","270",",W","260",",W","","","","","15.7",",W","19.7",",W","",""
"USW00013957","2015-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","21.55",",,,W","1015.0",",,,W","1005.8",",,,W","23.37",",,,W","2.8",",W","539.0","W","283.8",",W","10",",W","7",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","21",",W","13","","","","20150601",",,W","20150630","+,,W","20150629",",,W","12","","20150618",",,W","20150610",",,W","17.2",",W,01,","0",",,W,30,+","0",",T,W,29,","104.4",",,W,18,","35.6",",W,10,","1293.8","W","0.0",",W","151.9",",,,W","","","73",",,,W","51",",,,W","92",",,,W","0",",T,,W","27.79",",W","33.01",",,,W","22.57",",,,W","","","","","200",",W","200",",W","","","","","13.4",",W","19.2",",W","",""
"USW00013957","2015-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","22.22",",,,W","1014.8",",,,W","1005.7",",,,W","24.41",",,,W","3.1",",W","903.1","W","364.1",",W","2",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","31",",W","4","","","","20150704",",,W","20150731","+,,W","20150731","+,,W","4","","20150704",",,W","20150730",",,W","21.1",",W,04,","0",",,W,31,+","0",",,W,31,+","11.7",",,W,04,","40.0",",W,30,","0.0","W","0.0",",W","15.0",",,,W","","","65",",,,W","44",",,,W","88",",,,W","0",",,,W","30.08",",W","35.63",",,,W","24.53",",,,W","","","","","20",",W","20",",W","","","","","12.5",",W","15.7",",W","",""
"USW00013957","2015-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","19.55",",,,W","1014.4",",,,W","1005.2",",,,W","22.66",",,,W","2.7",",W","1246.5","W","343.4",",W","3",",W","2",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","27",",W","3","","","","20150828","+,,W","20150831","+,,W","20150831","+,,W","3","","20150819",",,W","20150810",",,W","17.2",",W,28,+","0",",,W,31,+","0",",,W,31,+","30.5",",,W,19,","41.7",",W,10,","0.0","W","0.0",",W","53.8",",,,W","","","59",",,,W","37",",,,W","83",",,,W","0",",,,W","29.41",",W","35.75",",,,W","23.07",",,,W","","","","","330",",W","330",",W","","","","","14.8",",W","17.9",",W","",""
"USW00013957","2015-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","17.70",",,,W","1014.8",",,,W","1005.5",",,,W","20.98",",,,W","2.4",",W","1513.2","W","266.7",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","24",",W","3","","1","","20150914","+,,W","20150930","+,,W","20150930","+,,W","5","","20150909",",,W","20150908","+,,W","13.3",",W,14,+","0",",,W,30,+","0",",,W,30,+","1.5",",,W,09,","37.2",",W,08,+","0.0","W","0.0",",W","1.8",",,,W","","","60",",,,W","37",",,,W","85",",,,W","0",",,,W","27.22",",W","33.94",",,,W","20.50",",,,W","","","","","40",",W","50",",W","","","","","10.3",",W","13.0",",W","",""
"USW00013957","2015-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","11.92",",,,W","1016.2",",,,W","1006.9",",,,W","15.95",",,,W","3.2",",W","1615.6","W","102.4",",W","7",",W","5",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","28",",W","7",",W","9","","1","","20151018",",,W","20151031","+,,W","20151031","+,,W","1","","20151025",",,W","20151015",",,W","10.0",",W,18,","0",",,W,31,+","0",",,W,31,+","69.3",",,W,25,","36.7",",W,15,","7.8","W","7.8",",W","180.3",",,,W","","","61",",,,W","41",",,,W","82",",,,W","0",",,,W","21.38",",W","27.78",",,,W","14.99",",,,W","","","","","30",",W","20",",W","","","","","10.7",",W","13.9",",W","",""
"USW00013957","2015-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","10.60",",,,W","1019.1",",,,W","1009.7",",,,W","12.89",",,,W","3.1",",W","1636.2","W","20.6",",W","13",",W","8",",W","4",",W","0",",W","0",",W","0",",W","1",",W","0",",W","16",",W","0",",W","17","","","","20151123",",,W","20151130","+,,W","20151130","+,,W","5","","20151117",",,W","20151105",",,W","-0.5",",W,23,","0",",,W,30,+","0",",,W,30,+","91.9",",,W,17,","28.9",",W,05,","102.1","W","94.3",",W","262.7",",,,W","","","75",",,,W","53",",,,W","93",",,,W","0",",,,W","15.88",",W","20.85",",,,W","10.90",",,,W","","","","","310",",W","360","2,W","","","","","13.4",",W","16.5","2,W","",""
"USW00013957","2015-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","8.26",",,,W","1016.4",",,,W","1007.1",",,,W","10.79",",,,W","3.4",",W","1655.4","W","19.2",",W","10",",W","3",",W","1",",W","0",",W","0",",W","0",",W","1",",W","0",",W","15",",W","0",",W","15","","6","","20151219",",,W","20151231","+,,W","20151231","+,,W","5","","20151213",",,W","20151227","+,,W","-0.5",",W,19,","0",",,W,31,+","0",",,W,31,+","40.9",",,W,13,","27.8",",W,27,+","273.2","W","171.1",",W","73.5",",,,W","","","74",",,,W","50",",,,W","92",",,,W","0",",,,W","13.43",",W","19.63",",,,W","7.24",",,,W","","","","","160",",W","150","1,W","","","","","15.7",",W","21.9","1,W","",""
"USW00013957","2016-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","2.37",",,,W","1019.6",",,,W","1009.9",",,,W","5.85",",,,W","3.5",",W","3.1","W","3.1",",W","6",",W","3",",W","1",",W","0",",W","0",",W","0",",W","14",",W","0",",W","5",",W","0",",W","8","","3","","20160128","+,,W","20160131","+,,W","20160121",",,W","2","","20160121",",,W","20160131",",,W","-2.7",",W,28,+","0",",,W,31,+","0",",T,W,21,","33.5",",,W,21,","26.1",",W,31,","570.0","W","296.8",",W","72.9",",,,W","","","67",",,,W","45",",,,W","88",",,,W","0",",T,,W","8.86",",W","14.78",",,,W","2.93",",,,W","","","","","210",",W","210","2,W","","","","","11.2",",W","15.7","2,W","",""
"USW00013957","2016-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","3.12",",,,W","1019.4",",,,W","1010.0",",,,W","8.39",",,,W","3.9",",W","9.2","W","6.1",",W","4",",W","4",",W","1",",W","0",",W","0",",W","0",",W","5",",W","0",",W","12",",W","0",",W","5","","","","20160205",",,W","20160229","+,,W","20160229","+,,W","1","","20160215",",,W","20160219","+,,W","-3.2",",W,05,","0",",,W,29,+","0",",,W,29,+","29.5",",,W,15,","26.1",",W,19,+","738.6","W","168.6",",W","54.6",",,,W","","","56",",,,W","35",",,,W","83",",,,W","0",",,,W","12.73",",W","19.30",",,,W","6.16",",,,W","","","","","290",",W","310",",W","","","","","14.8",",W","21.5",",W","",""
