STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,HX04,HX04_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,LX04,LX04_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00257830,1995-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",385.5,0,52.8,"1,0",4,",0",3,",0",0,",0",0,",0",0,",0",0,"1,0",5,"1,0",0,",0",19,",0",7,",0",,,19950922,",1,0",19950930,"+,,0",19950930,"+,,0",,,19950921,",,0",19950905,",,0",-3.3,"1,0,22,",0,",,0,30,+",0,",,0,30,+",11.2,",,0,21,",36.7,",0,05,",,,135.1,0,20.6,",,,0,3,3",18.9,",,,0,5,1",,,,,124.7,",0",27.2,"1,,,0,3,3",25,"1,,,0,5,1",,,,,17.8,",,,0,3,3",15,",,,0,5,1",,,,,26.1,"1,,,0,3,3",22.8,"1,,,0,5,1",,,,,19.8,",,,0,3,3",18.1,",,,0,5,1",,,,,,,26.7,"1,,,0,3,3",24.5,"1,,,0,5,1",,,,,,,26.5,",,,0",0,",,,0",15.8,"1,0",23.18,",,,0",8.41,"1,,,0",,
USC00257830,1995-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",385.5,0,0,"2,0",3,",0",3,",0",0,",0",1,",0",1,",0",0,"1,0",14,"1,0",0,"1,0",10,"1,0",0,"1,0",,,19951024,",1,0",19951023,",,0",19951023,",,0",,,19951005,",,0",19951016,",1,0",-8.3,"1,0,24,",76,",,0,23,",102,",,0,23,",16.5,",,0,05,",26.7,"1,0,16,",,,414.3,0,,,,,,,,,279.2,"1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,",,,0",102,",,,0",8.71,"2,0",16.47,"1,,,0",0.96,"1,,,0",,
USC00257830,1995-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",385.5,0,0,"3,0",4,",0",2,",0",0,",0",,,2,",0",0,"1,0",20,"1,0",2,"2,0",3,"2,0",0,"2,0",,,19951102,",1,0",,,19951110,"+,,0",,,19951102,",,0",19951119,",2,0",-17.2,"1,0,02,",,,25,",,0,10,+",3,",,0,02,",23.9,"2,0,19,",,,785.4,0,,,,,,,,,371.1,"2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,",,,0",50,",,,0",4.14,"3,0",11.19,"2,,,0",-2.91,"1,,,0",,
USC00257830,1995-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,1,",0",0,",0",0,",0",0,",0",0,",0",,,,,5,"1,0",0,"1,0",0,"1,0",,,,,19951231,"+,,0",19951231,"+,,0",,,19951231,",,0",19951201,",1,0",,,0,",,0,31,+",0,",,0,31,+",2,",,0,31,",18.9,"1,0,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,",,,0",0,",,,0",,,7.78,"1,,,0",,,,
USC00257830,1996-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,5,",0",2,",0",0,",0",10,",0",4,",0",9,"5,0",24,"5,0",11,"2,0",0,"2,0",0,"2,0",,,19960130,"+,5,0",19960131,"+,,0",19960130,",,0",,,19960105,",,0",19960114,",2,0",-25,"5,0,30,+",76,",,0,31,+",76,",,0,30,",5.1,",,0,05,",18.3,"2,0,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,",,,0",187,",,,0",-5.34,"7,0",2.38,"2,,,0",-13.05,"5,,,0",,
USC00257830,1996-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"2,0",0,",0",0,",0",0,",0",,,0,",0",6,"2,0",23,"2,0",8,",0",0,",0",0,",0",,,19960203,",2,0",,,19960229,"+,,0",,,19960229,"+,,0",19960210,",,0",-28.9,"2,0,03,",,,0,",,0,29,+",0,",,0,29,+",20.6,",0,10,",,,,,-1.1,",,,0,3,3",-2.8,",,,0,5,1",,,,,493.9,",0",-1.1,"1,,,0,3,3",-2.2,"1,,,0,5,1",,,,,-1.7,",,,0,3,3",-3.9,",,,0,5,1",,,,,-1.7,"1,,,0,3,3",-3.9,"1,,,0,5,1",,,,,-1.5,",,,0,3,3",-3.5,",,,0,5,1",,,,,,,-1.5,"1,,,0,3,3",-3.1,"1,,,0,5,1",,,,,,,0,",,,0",0,",,,0",-0.05,"2,0",7.62,",,,0",-7.71,"2,,,0",,
USC00257830,1996-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"1,0",4,",0",3,",0",0,",0",5,",0",3,",0",4,"1,0",26,"1,0",5,",0",1,",0",0,",0",,,19960308,"+,1,0",19960326,"+,,0",19960325,",,0",,,19960314,",,0",19960311,",,0",-18.9,"1,0,08,+",25,",,0,26,+",38,",,0,25,",17.8,",,0,14,",23.9,",0,11,",,,,,3.9,"1,,,0,3,3",2.8,"2,,,0,5,1",,,,,548.9,",0",3.9,"1,,,0,3,3",3.3,"2,,,0,5,1",,,,,1.7,"1,,,0,3,3",-2.8,"2,,,0,5,1",,,,,1.7,"1,,,0,3,3",-1.7,"2,,,0,5,1",,,,,3.2,"1,,,0,3,3",0.9,"2,,,0,5,1",,,,,,,3.3,"1,,,0,3,3",1.2,"2,,,0,5,1",,,,,,,38.4,",,,0",88,",,,0",-0.11,"1,0",7,",,,0",-7.22,"1,,,0",,
USC00257830,1996-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"4,0",6,",0",3,",0",0,",0",0,",0",0,",0",0,"3,0",14,"3,0",0,"1,0",8,"1,0",0,"1,0",,,19960429,",3,0",19960430,"+,,0",19960430,"+,,0",,,19960415,",,0",19960411,",1,0",-6.1,"3,0,29,",0,",,0,30,+",0,",,0,30,+",7.9,",,0,15,",27.2,"1,0,11,",,,,,12.2,"1,,,0,3,3",10,"1,,,0,5,1",,,,,275.7,"1,0",12.8,",,,0,3,3",10.6,",,,0,5,1",,,,,11.7,"1,,,0,3,3",8.9,"1,,,0,5,1",,,,,12.2,",,,0,3,3",9.4,",,,0,5,1",,,,,11.9,"1,,,0,3,3",9.6,"1,,,0,5,1",,,,,,,12.4,",,,0,3,3",10.2,",,,0,5,1",,,,,,,22.9,",,,0",0,",,,0",7.84,"4,0",16.02,"1,,,0",-0.35,"3,,,0",,
USC00257830,1996-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,11.1,"1,0",12,",0",8,",0",0,",0",0,",0",0,",0",0,"1,0",4,"1,0",0,",0",13,",0",1,",0",,,19960507,",1,0",19960531,"+,,0",19960531,"+,,0",,,19960526,",,0",19960519,",,0",-2.8,"1,0,07,",0,",,0,31,+",0,",,0,31,+",19.1,",,0,26,",33.9,",0,19,",,,,,11.1,",,,0,5,1",,,,,,,188.6,",0",11.7,"1,,,0,5,1",,,,,,,10,",,,0,5,1",,,,,,,10.6,"1,,,0,5,1",,,,,,,10.6,",,,0,5,1",,,,,,,,,11,"1,,,0,5,1",,,,,,,,,87.4,",,,0",0,",,,0",12.42,"1,0",18.8,",,,0",6.03,"1,,,0",,
USC00257830,1996-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,7,",0",6,",0",0,",0",0,",0",0,",0",,,,,0,"2,0",26,"2,0",1,"2,0",,,,,19960630,"+,,0",19960630,"+,,0",,,19960618,",,0",19960610,",2,0",,,0,",,0,30,+",0,",,0,30,+",16.5,",,0,18,",33.3,"2,0,10,",,,,,21.7,",,,0,3,3",20,"2,,,0,5,1",,,,,,,26.7,",,,0,3,3",22.8,"1,,,0,5,1",,,,,16.1,",,,0,3,3",12.8,"2,,,0,5,1",,,,,21.1,",,,0,3,3",15.6,"1,,,0,5,1",,,,,18.9,",,,0,3,3",18.8,"2,,,0,5,1",,,,,,,24.3,",,,0,3,3",20.9,"1,,,0,5,1",,,,,,,60.2,",,,0",0,",,,0",,,27.24,"2,,,0",,,,
USC00257830,1996-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,138.2,"1,0",6,",0",5,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,"1,0",29,"1,0",12,"1,0",,,19960726,",1,0",19960731,"+,,0",19960731,"+,,0",,,19960716,",,0",19960721,",1,0",10.6,"1,0,26,",0,",,0,31,+",0,",,0,31,+",17,",,0,16,",38.9,"1,0,21,",,,2.2,0,25.6,",,,0,3,3",21.1,",,,0,5,1",,,,,2.2,"1,0",30,",,,0,3,3",26.7,",,,0,5,1",,,,,21.1,",,,0,3,3",16.7,",,,0,5,1",,,,,26.1,",,,0,3,3",24.4,",,,0,5,1",,,,,24.9,",,,0,3,3",20.7,",,,0,5,1",,,,,,,28.5,",,,0,3,3",26.2,",,,0,5,1",,,,,,,46.1,",,,0",0,",,,0",22.87,"1,0",30.41,"1,,,0",15.32,"1,,,0",,
USC00257830,1996-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,123.8,"2,0",7,",0",3,",0",1,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",31,",0",12,",0",,,19960823,",2,0",19960831,"+,,0",19960831,"+,,0",,,19960830,",,0",19960826,",,0",10.6,"2,0,23,",0,",,0,31,+",0,",,0,31,+",40.6,",,0,30,",36.7,",0,26,",,,3.6,0,23.9,",,,0,3,3",17.8,",,,0,5,1",,,,,1.4,",0",29.4,",,,0,3,3",27.2,",,,0,5,1",,,,,21.1,",,,0,3,3",16.1,",,,0,5,1",,,,,26.1,",,,0,3,3",24.4,",,,0,5,1",,,,,22.2,",,,0,3,3",17,",,,0,5,1",,,,,,,28.9,",,,0,3,3",26.4,",,,0,5,1",,,,,,,67.3,",,,0",0,",,,0",22.49,"2,0",30.4,",,,0",14.58,"2,,,0",,
USC00257830,1996-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,39.8,"2,0",9,",0",8,",0",3,",0",0,",0",0,",0",0,"2,0",2,"2,0",0,",0",16,",0",2,",0",,,19960927,",2,0",19960930,"+,,0",19960930,"+,,0",,,19960919,",,0",19960902,",,0",-2.2,"2,0,27,",0,",,0,30,+",0,",,0,30,+",37.6,",,0,19,",34.4,",0,02,",,,93.5,0,21.1,",,,0,3,3",15.6,",,,0,5,1",,,,,89.9,",0",26.7,",,,0,3,3",23.3,",,,0,5,1",,,,,20,",,,0,3,3",15,",,,0,5,1",,,,,25,",,,0,3,3",22.8,",,,0,5,1",,,,,20.5,",,,0,3,3",15.3,",,,0,5,1",,,,,,,25.7,",,,0,3,3",23,",,,0,5,1",,,,,,,123.4,",,,0",0,",,,0",16.42,"2,0",22.69,",,,0",10.14,"2,,,0",,
USC00257830,1996-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,12.3,"2,0",4,",0",1,",0",0,",0",0,",0",0,",0",0,"2,0",12,"2,0",1,",0",12,",0",2,",0",,,19961022,"+,2,0",19961031,"+,,0",19961031,"+,,0",,,19961027,",,0",19961013,",,0",-7.2,"2,0,22,+",0,",,0,31,+",0,",,0,31,+",2.8,",,0,27,",34.4,",0,13,",,,347,0,22.8,"3,,,0,3,3",25.6,"3,,,0,5,1",,,,,253.5,",0",22.8,"3,,,0,3,3",26.1,"2,,,0,5,1",,,,,17.2,"3,,,0,3,3",20,"3,,,0,5,1",,,,,17.2,"3,,,0,3,3",20,"2,,,0,5,1",,,,,19.4,"3,,,0,3,3",20.9,"3,,,0,5,1",,,,,,,19.6,"3,,,0,3,3",21.6,"2,,,0,5,1",,,,,,,6.6,",,,0",0,",,,0",9.94,"2,0",18.08,",,,0",1.79,"2,,,0",,
USC00257830,1996-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"1,0",1,"3,0",1,"3,0",0,"3,0",,,1,"3,0",0,"1,0",26,"1,0",5,",0",3,",0",0,",0",,,19961118,"+,1,0",,,19961126,",3,0",,,19961126,",3,0",19961104,",,0",-16.1,"1,0,18,+",,,51,"3,,0,26,",3.6,"3,,0,26,",24.4,",0,04,",,,842.1,0,9.4,",,,0,5,1",,,,,,,495.1,",0",10.6,"1,,,0,5,1",10,",,,0,6,1",,,,,-0.6,",,,0,5,1",,,,,,,3.9,"1,,,0,5,1",-0.6,",,,0,6,1",,,,,4.1,",,,0,5,1",,,,,,,,,6.7,"1,,,0,5,1",4.3,",,,0,6,1",,,,,,,3.6,"3,,,0",51,"3,,,0",1.24,"1,0",8.55,",,,0",-6.08,"1,,,0",,
USC00257830,1996-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,,,,,,,,,19961231,"+,,0",19961231,"+,,0",,,19961231,"+,,0",,,,,0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",,,,,,,3.3,"1,,,0,3,3",-0.6,"2,,,0,5,1",,,,,,,3.9,",,,0,3,3",-0.6,"1,,,0,5,1",,,,,1.7,"1,,,0,3,3",-1.7,"2,,,0,5,1",,,,,1.7,",,,0,3,3",-1.7,"1,,,0,5,1",,,,,2.2,"1,,,0,3,3",-1.4,"2,,,0,5,1",,,,,,,2.3,",,,0,3,3",-1.4,"1,,,0,5,1",,,,,,,0,",,,0",0,",,,0",,,,,,,,
USC00257830,1997-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"4,0",2,",0",1,",0",0,",0",,,2,",0",5,"3,0",22,"3,0",9,"4,0",3,"4,0",0,"4,0",,,19970113,",3,0",,,19970109,",,0",,,19970110,",,0",19970101,",4,0",-23.9,"3,0,13,",,,51,",,0,09,",6.4,",,0,10,",22.2,"4,0,01,",,,,,-1.1,",,,0,3,3",-2.8,",,,0,5,1",,,,,548.5,"4,0",-1.1,"1,,,0,3,3",-2.2,"1,,,0,5,1",,,,,-1.7,",,,0,3,3",-3.9,",,,0,5,1",,,,,-1.7,"1,,,0,3,3",-3.9,"1,,,0,5,1",,,,,-1.4,",,,0,3,3",-3.3,",,,0,5,1",,,,,,,-1.2,"1,,,0,3,3",-3,"1,,,0,5,1",,,,,,,8.4,",,,0",76,",,,0",-1.9,"4,0",4.4,"4,,,0",-8.2,"3,,,0",,
USC00257830,1997-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"3,0",3,",0",1,",0",0,",0",,,0,"3,0",0,"1,0",24,"1,0",8,"2,0",3,"2,0",0,"2,0",,,19970208,",1,0",,,19970228,"+,3,0",,,19970207,",,0",19970203,",2,0",-14.4,"1,0,08,",,,0,"3,,0,28,+",6.4,",,0,07,",25.6,"2,0,03,",,,,,-1.1,",,,0,3,3",-2.8,",,,0,5,1",,,,,446.4,"2,0",-1.1,"1,,,0,3,3",-2.2,"1,,,0,5,1",,,,,-1.7,",,,0,3,3",-3.9,",,,0,5,1",,,,,-1.7,"1,,,0,3,3",-3.9,"1,,,0,5,1",,,,,-1.5,",,,0,3,3",-3.5,",,,0,5,1",,,,,,,-1.4,"1,,,0,3,3",-3.2,"1,,,0,5,1",,,,,,,8,",,,0",0,"3,,,0",0.44,"3,0",6.59,"2,,,0",-5.71,"1,,,0",,
USC00257830,1997-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"2,0",2,"1,0",0,"1,0",0,"1,0",1,"4,0",0,"2,0",0,"2,0",22,"2,0",5,",0",8,",0",0,",0",,,19970314,",2,0",19970305,",4,0",19970331,"+,2,0",,,19970305,",1,0",19970323,",,0",-17.2,"2,0,14,",25,"4,,0,05,",0,"2,,0,31,+",1.5,"1,,0,05,",29.4,",0,23,",,,,,3.3,"1,,,0,3,3",2.2,"3,,,0,5,1",,,,,406.4,",0",3.9,"1,,,0,3,3",2.8,"3,,,0,5,1",,,,,1.7,"1,,,0,3,3",-2.8,"3,,,0,5,1",,,,,1.7,"1,,,0,3,3",-1.7,"3,,,0,5,1",,,,,2.8,"1,,,0,3,3",0.3,"3,,,0,5,1",,,,,,,3.1,"1,,,0,3,3",0.6,"3,,,0,5,1",,,,,,,2.5,"1,,,0",0,"2,,,0",4.41,"2,0",12.79,",,,0",-3.96,"2,,,0",,
USC00257830,1997-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"1,0",5,",0",1,",0",0,",0",,,2,",0",0,",0",20,",0",4,"1,0",5,"1,0",0,"1,0",,,19970411,",,0",,,19970411,",,0",,,19970410,",,0",19970420,",1,0",-13.9,",0,11,",,,76,",,0,11,",2.5,",,0,10,",26.1,"1,0,20,",,,,,12.8,"1,,,0,3,3",10.6,"2,,,0,5,1",,,,,382.5,"1,0",13.9,"1,,,0,3,3",10.6,"1,,,0,5,1",,,,,12.2,"1,,,0,3,3",8.3,"2,,,0,5,1",,,,,12.8,"1,,,0,3,3",9.4,"1,,,0,5,1",,,,,12.5,"1,,,0,3,3",9.3,"2,,,0,5,1",,,,,,,13.1,"1,,,0,3,3",9.9,"1,,,0,5,1",,,,,,,8.4,",,,0",140,",,,0",4.95,"1,0",12.12,"1,,,0",-2.22,",,,0",,
USC00257830,1997-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"2,0",9,",0",6,",0",2,",0",0,",0",0,",0",0,"2,0",5,"2,0",0,",0",13,",0",0,",0",,,19970519,"+,2,0",19970531,"+,,0",19970531,"+,,0",,,19970525,",,0",19970517,",,0",-1.1,"2,0,19,+",0,",,0,31,+",0,",,0,31,+",40.9,",,0,25,",28.3,",0,17,",,,,,18.3,"2,,,0,3,3",16.1,"3,,,0,5,1",,,,,196.3,",0",18.3,"1,,,0,3,3",16.1,"2,,,0,5,1",,,,,16.7,"2,,,0,3,3",15,"3,,,0,5,1",,,,,16.7,"1,,,0,3,3",15,"2,,,0,5,1",,,,,17.2,"2,,,0,3,3",15.6,"3,,,0,5,1",,,,,,,17.7,"1,,,0,3,3",15.7,"2,,,0,5,1",,,,,,,111.2,",,,0",0,",,,0",11.61,"2,0",19.09,",,,0",4.14,"2,,,0",,
USC00257830,1997-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",41.9,0,41.9,"2,0",12,",0",8,",0",2,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",24,",0",4,",0",,,19970626,",2,0",19970630,"+,,0",19970630,"+,,0",,,19970602,",,0",19970628,",,0",5.6,"2,0,26,",0,",,0,30,+",0,",,0,30,+",58.9,",,0,02,",34.4,",0,28,",,,,,,,,,,,,,32.7,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6,",,,0",0,",,,0",18.62,"2,0",25.79,",,,0",11.45,"2,,,0",,
USC00257830,1997-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",185.8,0,143.9,"1,0",6,",0",5,",0",1,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",30,",0",15,",0",,,19970704,",1,0",19970731,"+,,0",19970731,"+,,0",,,19970730,",,0",19970717,",,0",5.6,"1,0,04,",0,",,0,31,+",0,",,0,31,+",25.9,",,0,30,",37.8,",0,17,",,,9.1,0,20.6,",,,0,3,3",16.7,",,,0,5,1",,,,,9.1,",0",28.3,",,,0,3,3",25,",,,0,5,1",,,,,16.7,",,,0,3,3",13.3,",,,0,5,1",,,,,24.4,",,,0,3,3",20.6,",,,0,5,1",,,,,18.1,",,,0,3,3",14.8,",,,0,5,1",,,,,,,26.1,",,,0,3,3",23.2,",,,0,5,1",,,,,,,65.6,",,,0",0,",,,0",22.84,"1,0",30.53,",,,0",15.14,"1,,,0",,
USC00257830,1997-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",253.8,0,68,"1,0",5,",0",5,",0",0,",0",0,"1,0",0,",0",0,"1,0",0,"1,0",0,",0",27,",0",2,",0",,,19970807,",1,0",19970831,"+,1,0",19970831,"+,,0",,,19970821,",,0",19970825,",,0",9.4,"1,0,07,",0,"1,,0,31,+",0,",,0,31,+",16.8,",,0,21,",33.9,",0,25,",,,33.3,0,25,",,,0,3,3",19.4,",,,0,5,1",,,,,24.2,",0",30,",,,0,3,3",30.6,",,,0,5,1",,,,,21.1,",,,0,3,3",16.7,",,,0,5,1",,,,,26.1,",,,0,3,3",24.4,",,,0,5,1",,,,,24.6,",,,0,3,3",18.6,",,,0,5,1",,,,,,,29.3,",,,0,3,3",28.9,",,,0,5,1",,,,,,,34.5,",,,0",0,",,,0",19.87,"1,0",26.94,",,,0",12.81,"1,,,0",,
USC00257830,1997-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",297,0,43.2,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",0,",0",,,19970929,"+,,0",19970930,"+,,0",19970930,"+,,0",,,19970922,",,0",19970917,"+,,0",4.4,",0,29,+",0,",,0,30,+",0,",,0,30,+",16.8,",,0,22,",31.7,",0,17,+",,,98,0,26.1,"1,,,0,3,3",21.7,"1,,,0,5,1",,,,,64.7,",0",30,",,,0,3,3",30,",,,0,5,1",,,,,21.1,"1,,,0,3,3",16.7,"1,,,0,5,1",,,,,26.1,",,,0,3,3",24.4,",,,0,5,1",,,,,25.2,"1,,,0,3,3",20.9,"1,,,0,5,1",,,,,,,29.2,",,,0,3,3",27.3,",,,0,5,1",,,,,,,21.2,",,,0",0,",,,0",17.62,",0",25.51,",,,0",9.72,",,,0",,
USC00257830,1997-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",299.2,0,2.2,"2,0",5,"2,0",3,"2,0",1,"2,0",,,3,",0",1,",0",16,",0",0,"2,0",11,"2,0",0,"2,0",,,19971026,",,0",,,19971027,",,0",,,19971027,",2,0",19971005,",2,0",-18.9,",0,26,",,,203,",,0,27,",25.4,"2,,0,27,",30,"2,0,05,",,,359.4,0,17.8,"5,,,0,3,3",18.9,"4,,,0,5,1",,,,,261.4,"2,0",18.3,"4,,,0,5,1",,,,,,,4.4,"5,,,0,3,3",3.3,"4,,,0,5,1",,,,,3.3,"4,,,0,5,1",,,,,,,11.3,"5,,,0,3,3",11,"4,,,0,5,1",,,,,,,10.9,"4,,,0,5,1",,,,,,,,,48.3,"2,,,0",380,",,,0",8.85,"2,0",17.32,"2,,,0",0.37,",,,0",,
USC00257830,1997-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,0,",0",0,",0",0,",0",0,"3,0",0,",0",0,"4,0",25,"4,0",5,"5,0",0,"5,0",0,"5,0",,,19971115,",4,0",19971130,"+,3,0",19971130,"+,,0",,,19971130,"+,,0",19971126,",5,0",-15,"4,0,15,",0,"3,,0,30,+",0,",,0,30,+",0,",,0,30,+",17.8,"5,0,26,",,,,,3.3,"1,,,0,3,3",-3.9,",,,0,5,1",,,,,,,7.2,",,,0,3,3",1.7,"1,,,0,5,1",,,,,2.8,"1,,,0,3,3",-4.4,",,,0,5,1",,,,,5.6,",,,0,3,3",0.6,"1,,,0,5,1",,,,,2.9,"1,,,0,3,3",-3.9,",,,0,5,1",,,,,,,6.3,",,,0,3,3",1.2,"1,,,0,5,1",,,,,,,0,",,,0",0,",,,0",0.06,"6,0",6.82,"5,,,0",-6.71,"4,,,0",,
USC00257830,1997-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"1,0",2,",0",2,",0",0,",0",,,2,",0",0,"1,0",30,"1,0",11,",0",0,",0",0,",0",,,19971205,",1,0",,,19971210,"+,,0",,,19971210,",,0",19971215,",,0",-15.6,"1,0,05,",,,51,",,0,10,+",3.6,",,0,10,",14.4,",0,15,",,,,,,,,,,,,,644.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,",,,0",102,",,,0",-3.1,"1,0",2.43,",,,0",-8.63,"1,,,0",,
USC00257830,1998-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"5,0",0,",0",0,",0",0,",0",0,",0",0,",0",2,"4,0",27,"4,0",5,"1,0",0,"1,0",0,"1,0",,,19980112,",4,0",19980131,"+,,0",19980131,"+,,0",,,19980106,",,0",19980131,"+,1,0",-21.1,"4,0,12,",0,",,0,31,+",0,",,0,31,+",0,",T,0,06,",11.7,"1,0,31,+",,,,,-1.1,",,,0,3,3",-2.8,",,,0,5,1",,,,,523.7,"1,0",-1.1,",,,0,3,3",-2.2,",,,0,5,1",,,,,-2.2,",,,0,3,3",-3.9,",,,0,5,1",,,,,-1.7,",,,0,3,3",-3.9,",,,0,5,1",,,,,-1.5,",,,0,3,3",-3,",,,0,5,1",,,,,,,-1.4,",,,0,3,3",-2.9,",,,0,5,1",,,,,,,0,",T,,0",0,",,,0",-2.21,"5,0",4.55,"1,,,0",-8.97,"4,,,0",,
