"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00415410","1993-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  26.1",",,,0,0,2","  27.2",",,,0,0,3","","","  32.2",",,,0,0,2","  30.6",",,,0,0,3","  18.3",",,,0,0,2","  21.1",",,,0,0,3","  26.1",",,,0,0,2","  25.6",",,,0,0,3","  23.0",",,,0,0,2","  24.3",",,,0,0,3","  29.4",",,,0,0,2","  27.9",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1993-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  21.7",",,,0,0,2","  23.9",",,,0,0,3","","","  27.8",",,,0,0,2","  26.7",",,,0,0,3","   5.6",",,,0,0,2","   8.3",",,,0,0,3","  12.2",",,,0,0,2","  11.1",",,,0,0,3","  15.9",",,,0,0,2","  17.8",",,,0,0,3","  22.5",",,,0,0,2","  21.4",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1993-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  13.3",",,,0,0,2","  14.4",",,,0,0,3","","","  17.2",",,,0,0,2","  15.6",",,,0,0,3","   1.7",",,,0,0,2","   3.9",",,,0,0,3","   7.2",",,,0,0,2","   7.2",",,,0,0,3","   7.6",",,,0,0,2","   9.2",",,,0,0,3","  13.0",",,,0,0,2","  11.9",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1993-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   9.4",",,,0,0,2","  10.0",",,,0,0,3","","","  13.9",",,,0,0,2","  12.2",",,,0,0,3","   1.7",",,,0,0,2","   2.8",",,,0,0,3","   6.1",",,,0,0,2","   5.6",",,,0,0,3","   5.3",",,,0,0,2","   6.6",",,,0,0,3","  10.2",",,,0,0,2","   8.9",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   9.4",",,,0,0,2","  10.0","1,,,0,0,3","","","  14.4",",,,0,0,2","  11.7","1,,,0,0,3","   1.1",",,,0,0,2","   3.3","1,,,0,0,3","   5.0",",,,0,0,2","   5.0","1,,,0,0,3","   5.1",",,,0,0,2","   6.1","1,,,0,0,3","  10.1",",,,0,0,2","   8.6","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  11.7",",,,0,0,2","  12.8","1,,,0,0,3","","","  15.6",",,,0,0,2","  13.3","1,,,0,0,3","  -1.7",",,,0,0,2","   0.6","1,,,0,0,3","   5.6",",,,0,0,2","   4.4","1,,,0,0,3","   5.1",",,,0,0,2","   6.3","1,,,0,0,3","  10.9",",,,0,0,2","   9.3","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  17.8","1,,,0,0,2","  18.3","3,,,0,0,3","","","  25.0","1,,,0,0,2","  21.1","3,,,0,0,3","   4.4","1,,,0,0,2","   5.6","3,,,0,0,3","   8.9","1,,,0,0,2","  10.0","3,,,0,0,3","  10.9","1,,,0,0,2","  12.2","3,,,0,0,3","  17.5","1,,,0,0,2","  16.2","3,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  20.6",",,,0,0,2","  21.1","1,,,0,0,3","","","  26.1",",,,0,0,2","  25.0","1,,,0,0,3","   9.4",",,,0,0,2","  11.1","1,,,0,0,3","  15.0",",,,0,0,2","  13.9","1,,,0,0,3","  15.0",",,,0,0,2","  16.7","1,,,0,0,3","  22.5",",,,0,0,2","  20.9","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  25.6",",,,0,0,2","  26.1","1,,,0,0,3","","","  31.7",",,,0,0,2","  30.6","1,,,0,0,3","  11.1",",,,0,0,2","  12.8","1,,,0,0,3","  15.6",",,,0,0,2","  14.4","1,,,0,0,3","  19.4",",,,0,0,2","  20.5","1,,,0,0,3","  25.5",",,,0,0,2","  24.5","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.7",",,,0,0,2","  32.2",",,,0,0,3","","","  37.8",",,,0,0,2","  36.1",",,,0,0,3","  25.0",",,,0,0,2","  25.6",",,,0,0,3","  30.6",",,,0,0,2","  30.6",",,,0,0,3","  27.6",",,,0,0,2","  28.6",",,,0,0,3","  33.5",",,,0,0,2","  32.3",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  32.2",",,,0,0,2","  32.2",",,,0,0,3","","","  37.2",",,,0,0,2","  35.6",",,,0,0,3","  23.9",",,,0,0,2","  26.1",",,,0,0,3","  32.8",",,,0,0,2","  31.7",",,,0,0,3","  28.8",",,,0,0,2","  30.2",",,,0,0,3","  35.3",",,,0,0,2","  34.1",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  27.8",",,,0,0,2","  30.6",",,,0,0,3","","","  32.8",",,,0,0,2","  31.7",",,,0,0,3","  20.0",",,,0,0,2","  20.0",",,,0,0,3","  27.8",",,,0,0,2","  23.9",",,,0,0,3","  24.2",",,,0,0,2","  24.8",",,,0,0,3","  30.2",",,,0,0,2","  28.0",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  26.1",",,,0,0,2","  23.9",",,,0,0,3","","","  31.1",",,,0,0,2","  26.7",",,,0,0,3","  16.1",",,,0,0,2","  15.6",",,,0,0,3","  19.4",",,,0,0,2","  16.7",",,,0,0,3","  20.3",",,,0,0,2","  18.7",",,,0,0,3","  25.5",",,,0,0,2","  21.6",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  19.4",",,,0,0,2","  17.2","1,,,0,0,3","","","  23.9",",,,0,0,2","  19.4","1,,,0,0,3","   7.8",",,,0,0,2","   7.2","1,,,0,0,3","  11.1",",,,0,0,2","  10.0","1,,,0,0,3","  13.0",",,,0,0,2","  11.5","1,,,0,0,3","  17.3",",,,0,0,2","  14.4","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1994-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  13.3",",,,0,0,2","  10.6","1,,,0,0,3","","","  19.4",",,,0,0,2","  12.2",",,,0,0,3","   7.2",",,,0,0,2","   5.6","1,,,0,0,3","  10.6",",,,0,0,2","   7.2",",,,0,0,3","   9.7",",,,0,0,2","   7.9","1,,,0,0,3","  13.6",",,,0,0,2","   9.8",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  11.1",",,,0,0,2","   8.9",",,,0,0,3","","","  14.4",",,,0,0,2","  11.1","1,,,0,0,3","   2.8",",,,0,0,2","   1.7",",,,0,0,3","   3.9",",,,0,0,2","   3.3","1,,,0,0,3","   7.1",",,,0,0,2","   5.7",",,,0,0,3","  11.3",",,,0,0,2","   8.2","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  16.7","1,,,0,0,2","  12.8","1,,,0,0,3","","","  19.4",",,,0,0,2","  15.6",",,,0,0,3","   3.9","1,,,0,0,2","   2.8","1,,,0,0,3","   8.3",",,,0,0,2","   6.7",",,,0,0,3","  10.0","1,,,0,0,2","   8.2","1,,,0,0,3","  15.3",",,,0,0,2","  11.3",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  20.0","2,,,0,0,2","  18.3","1,,,0,0,3","","","  25.0","3,,,0,0,2","  20.0","3,,,0,0,3","   5.6","2,,,0,0,2","   4.4","1,,,0,0,3","   8.9","3,,,0,0,2","   5.6","3,,,0,0,3","  12.9","2,,,0,0,2","  11.2","1,,,0,0,3","  18.7","3,,,0,0,2","  14.4","3,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  21.7",",,,0,0,2","  18.3","1,,,0,0,3","","","  27.2",",,,0,0,2","  21.1",",,,0,0,3","  11.1",",,,0,0,2","  11.7","1,,,0,0,3","  19.4",",,,0,0,2","  15.6",",,,0,0,3","  17.3",",,,0,0,2","  15.0","1,,,0,0,3","  23.9",",,,0,0,2","  19.0",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  27.2",",,,0,0,2","  23.3",",,,0,0,3","","","  32.8",",,,0,0,2","  26.7",",,,0,0,3","  17.8",",,,0,0,2","  15.0",",,,0,0,3","  24.4",",,,0,0,2","  19.4",",,,0,0,3","  22.1",",,,0,0,2","  19.1",",,,0,0,3","  28.4",",,,0,0,2","  23.2",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  28.9",",,,0,0,2","  25.6",",,,0,0,3","","","  35.0",",,,0,0,2","  30.0",",,,0,0,3","  20.6",",,,0,0,2","  17.2",",,,0,0,3","  30.0",",,,0,0,2","  24.4",",,,0,0,3","  25.7",",,,0,0,2","  22.9",",,,0,0,3","  32.5",",,,0,0,2","  27.4",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  32.8",",,,0,0,2","  30.6",",,,0,0,3","","","  39.4",",,,0,0,2","  33.9",",,,0,0,3","  25.6",",,,0,0,2","  23.3",",,,0,0,3","  32.2",",,,0,0,2","  27.2",",,,0,0,3","  30.3",",,,0,0,2","  27.7",",,,0,0,3","  36.8",",,,0,0,2","  31.5",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.7","1,,,0,0,2","  30.6","1,,,0,0,3","","","  37.2","1,,,0,0,2","  32.8","1,,,0,0,3","  23.9","1,,,0,0,2","  21.7","1,,,0,0,3","  26.7","1,,,0,0,2","  23.9","1,,,0,0,3","  28.6","1,,,0,0,2","  26.0","1,,,0,0,3","  35.3","1,,,0,0,2","  30.6","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.1",",,,0,0,2","  28.3",",,,0,0,3","","","  36.1",",,,0,0,2","  32.2",",,,0,0,3","  15.0",",,,0,0,2","  13.3",",,,0,0,3","  17.8",",,,0,0,2","  16.1",",,,0,0,3","  23.0",",,,0,0,2","  21.3",",,,0,0,3","  28.0",",,,0,0,2","  24.6",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  20.6",",,,0,0,2","  18.3",",,,0,0,3","","","  26.1",",,,0,0,2","  21.7",",,,0,0,3","  16.1",",,,0,0,2","  14.4",",,,0,0,3","  20.0",",,,0,0,2","  16.7",",,,0,0,3","  18.1",",,,0,0,2","  16.4",",,,0,0,3","  23.4",",,,0,0,2","  19.4",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  19.4",",,,0,0,2","  16.7",",,,0,0,3","","","  21.7",",,,0,0,2","  18.3",",,,0,0,3","  11.1",",,,0,0,2","   8.9",",,,0,0,3","  15.0",",,,0,0,2","  12.8",",,,0,0,3","  13.9",",,,0,0,2","  12.2",",,,0,0,3","  18.3",",,,0,0,2","  14.6",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1995-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  13.9","1,,,0,0,2","  11.7","1,,,0,0,3","","","  17.2","1,,,0,0,2","  13.3","1,,,0,0,3","   2.8","1,,,0,0,2","   2.2","1,,,0,0,3","   6.1","1,,,0,0,2","   3.9","1,,,0,0,3","   8.1","1,,,0,0,2","   6.7","1,,,0,0,3","  11.9","1,,,0,0,2","   8.9","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  10.6",",,,0,0,2","   7.8","1,,,0,0,3","","","  14.4",",,,0,0,2","  11.1","1,,,0,0,3","   1.7",",,,0,0,2","   0.6","1,,,0,0,3","   4.4",",,,0,0,2","   2.8","1,,,0,0,3","   5.7",",,,0,0,2","   4.2","1,,,0,0,3","  10.4",",,,0,0,2","   6.9","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  16.1",",,,0,0,2","  13.9",",,,0,0,3","","","  20.6",",,,0,0,2","  15.6",",,,0,0,3","   2.8",",,,0,0,2","   0.6",",,,0,0,3","   3.9",",,,0,0,2","   1.7",",,,0,0,3","   9.6",",,,0,0,2","   8.0",",,,0,0,3","  14.5",",,,0,0,2","  10.9",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  17.8",",,,0,0,2","  15.6",",,,0,0,3","","","  21.7",",,,0,0,2","  17.8",",,,0,0,3","   5.0",",,,0,0,2","   5.0",",,,0,0,3","  12.8",",,,0,0,2","   9.4",",,,0,0,3","  12.4",",,,0,0,2","  10.9",",,,0,0,3","  17.6",",,,0,0,2","  14.1",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  25.0",",,,1,0,2","  22.8",",,,1,0,3","","","  28.9",",,,1,0,2","  24.4",",,,1,0,3","  12.2",",,,1,0,2","  11.1",",,,1,0,3","  18.3",",,,1,0,2","  14.4",",,,1,0,3","  18.7",",,,1,0,2","  16.8",",,,1,0,3","  24.3",",,,1,0,2","  20.0",",,,1,0,3","","","","","","","","","","","",""
"USC00415410","1996-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  30.6",",,,0,0,2","  31.1",",,,0,0,3","","","  36.1",",,,0,0,2","  33.9",",,,0,0,3","  19.4",",,,0,0,2","  18.3",",,,0,0,3","  27.2",",,,0,0,2","  23.3",",,,0,0,3","  26.5",",,,0,0,2","  25.2",",,,0,0,3","  32.3",",,,0,0,2","  28.8",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  32.8",",,,0,0,2","  30.0","2,,,0,0,3","","","  38.3",",,,0,0,2","  33.3","2,,,0,0,3","  22.8",",,,0,0,2","  21.1","2,,,0,0,3","  29.4",",,,0,0,2","  26.1","2,,,0,0,3","  27.9",",,,0,0,2","  26.3","2,,,0,0,3","  34.2",",,,0,0,2","  30.4","2,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.7","1,,,0,0,2","  30.6","1,,,0,0,3","","","  37.8","1,,,0,0,2","  34.4","1,,,0,0,3","  25.6","1,,,0,0,2","  25.0","1,,,0,0,3","  31.1","1,,,0,0,2","  28.3","1,,,0,0,3","  29.0","1,,,0,0,2","  27.7","1,,,0,0,3","  35.6","1,,,0,0,2","  32.2","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  31.7",",,,0,0,2","  30.0",",,,0,0,3","","","  37.8",",,,0,0,2","  33.3",",,,0,0,3","  22.8",",,,0,0,2","  21.7",",,,0,0,3","  26.1",",,,0,0,2","  23.9",",,,0,0,3","  27.5",",,,0,0,2","  26.1",",,,0,0,3","  33.3",",,,0,0,2","  30.0",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  26.1","1,,,0,0,2","  23.9","2,,,0,0,3","","","  32.8","1,,,0,0,2","  30.6","1,,,0,0,3","  16.7","1,,,0,0,2","  15.6","2,,,0,0,3","  24.4","1,,,0,0,2","  20.0","1,,,0,0,3","  23.4","1,,,0,0,2","  21.4","2,,,0,0,3","  29.4","1,,,0,0,2","  25.2","1,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.3","1,,,0,0,2","  20.6",",,,0,0,3","","","  27.8","1,,,0,0,2","  23.3",",,,0,0,3","  10.6","1,,,0,0,2","  10.0",",,,0,0,3","  14.4","1,,,0,0,2","  13.3",",,,0,0,3","  18.0","1,,,0,0,2","  16.8",",,,0,0,3","  23.5","1,,,0,0,2","  19.9",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  17.2",",,,0,0,2","  12.2","2,,,0,0,3","","","  19.4",",,,0,0,2","  15.0","2,,,0,0,3","   6.1",",,,0,0,2","   5.0","2,,,0,0,3","  10.0",",,,0,0,2","   6.7","2,,,0,0,3","  10.8",",,,0,0,2","   8.9","2,,,0,0,3","  15.5",",,,0,0,2","  12.0","2,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1996-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  11.7",",,,0,0,2","   9.4",",,,0,0,3","","","  16.1",",,,0,0,2","  12.2",",,,0,0,3","   2.2",",,,0,0,2","   0.0",",,,0,0,3","   4.4",",,,0,0,2","   2.2",",,,0,0,3","   6.5",",,,0,0,2","   5.1",",,,0,0,3","  11.0",",,,0,0,2","   7.6",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1997-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  11.1","2,,,0,0,2","  10.6","2,,,0,0,3","","","  16.7","2,,,0,0,2","  13.9","2,,,0,0,3","   2.8","2,,,0,0,2","   0.6","2,,,0,0,3","   3.9","2,,,0,0,2","   1.1","2,,,0,0,3","   6.1","2,,,0,0,2","   3.9","2,,,0,0,3","   9.5","2,,,0,0,2","   6.0","2,,,0,0,3","","","","","","","","","","","",""
"USC00415410","1997-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  11.1",",,,0,0,2","   7.8",",,,0,0,3","","","  12.2",",,,0,0,2","   8.3",",,,0,0,3","   3.9",",,,0,0,2","   2.2",",,,0,0,3","   6.1",",,,0,0,2","   3.9",",,,0,0,3","   6.5",",,,0,0,2","   4.4",",,,0,0,3","   9.7",",,,0,0,2","   6.3",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1997-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  17.2",",,,0,0,2","  14.4",",,,0,0,3","","","  22.2",",,,0,0,2","  17.8",",,,0,0,3","   5.6",",,,0,0,2","   3.9",",,,0,0,3","   9.4",",,,0,0,2","   5.6",",,,0,0,3","  12.1",",,,0,0,2","   9.7",",,,0,0,3","  16.6",",,,0,0,2","  12.4",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1997-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  18.3",",,,0,0,2","  16.1",",,,0,0,3","","","  25.0",",,,0,0,2","  19.4",",,,0,0,3","   6.7",",,,0,0,2","   5.6",",,,0,0,3","  11.1",",,,0,0,2","   8.9",",,,0,0,3","  13.5",",,,0,0,2","  11.5",",,,0,0,3","  19.2",",,,0,0,2","  14.9",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1997-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  22.8",",,,0,0,2","  20.0",",,,0,0,3","","","  29.4",",,,0,0,2","  24.4",",,,0,0,3","  15.0",",,,0,0,2","  13.3",",,,0,0,3","  21.1",",,,0,0,2","  15.0",",,,0,0,3","  19.0",",,,0,0,2","  17.1",",,,0,0,3","  25.8",",,,0,0,2","  20.8",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1997-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  25.6",",,,0,0,2","  25.0",",,,0,0,3","","","  32.8",",,,0,0,2","  28.3",",,,0,0,3","  18.9",",,,0,0,2","  18.3",",,,0,0,3","  25.0",",,,0,0,2","  21.1",",,,0,0,3","  23.4",",,,0,0,2","  21.8",",,,0,0,3","  30.1",",,,0,0,2","  25.7",",,,0,0,3","","","","","","","","","","","",""
"USC00415410","1997-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  28.9",",,,0,0,2","  27.2","1,,,0,0,3","","","  35.6",",,,0,0,2","  30.6","1,,,0,0,3","  23.3",",,,0,0,2","  22.8","1,,,0,0,3","  29.4",",,,0,0,2","  26.7","1,,,0,0,3","  27.0",",,,0,0,2","  25.4","1,,,0,0,3","  33.3",",,,0,0,2","  29.2","1,,,0,0,3","","","","","","","","","","","",""
